cluster index	parent mass	RTMean	ATTRIBUTE_sample_group:GNPSGROUP:WT	ATTRIBUTE_sample_group:GNPSGROUP:sDelta	ATTRIBUTE_sample_group:GNPSGROUP:pDelta	ATTRIBUTE_sample_group:GNPSGROUP:psDelta	ATTRIBUTE_sample_group:GNPSGROUP:blank	ATTRIBUTE_sample_group:GNPSGROUP:qc
266	300.20176808026554	2.3334868	710149.5	339259.92000000004	663185.0574999999	432500.74	385511.1	1065306.377142857
267	209.1384062716911	2.36022	74381.59375	0.0	73537.199	31932.756666666668	0.0	743126.5514285716
268	226.16495289551025	2.360539	0.0	0.0	0.0	0.0	0.0	190020.79857142858
269	202.1802597612692	2.4312758	14367.5605	0.0	0.0	17672.503333333334	0.0	397730.28857142857
270	344.22802322741006	2.522442	505536.93999999994	366045.2125	421883.47	373638.19333333336	372319.9	467301.01999999996
271	270.1909937976545	2.605603	37187.8475	0.0	40449.213749999995	19569.919333333335	0.0	223822.76714285716
272	193.1435876881601	2.6376374	0.0	0.0	0.0	0.0	0.0	82790.07942857142
273	388.2541758846039	2.6875873	337450.33	283551.815	316510.29	298086.53	341835.97	315304.4857142857
274	193.143580380059	2.6984754	0.0	0.0	0.0	0.0	0.0	32428.318571428572
275	227.08483976432592	2.7482634	146216.3875	16369.56925	172123.225	106105.879	0.0	133265.57
276	290.15323425143737	2.748996	215812.445	24503.75	267780.72	149972.3266666667	0.0	252809.68571428568
277	267.0774577991081	2.7490802	250609.02	23552.3085	324925.8445	163498.12	0.0	389218.37
278	245.09560046183427	2.74958	3205012.1500000004	632608.8925000001	3886818.525	2252614.533333333	0.0	3914569.685714286
279	193.1435869952899	2.758818	45271.97625	0.0	38337.09275	40267.438	0.0	410952.03857142857
280	238.2013191952008	2.7589884	46833.5215	0.0	0.0	44459.76866666667	0.0	327085.6871428572
281	215.1255453698051	2.7597485	0.0	0.0	0.0	0.0	0.0	246069.51714285713
282	432.2805317304184	2.8316464	243597.3675	206337.0475	200718.61250000002	218906.96	243616.8	224907.61857142855
283	401.1142558566464	2.838758	322726.1625	0.0	178690.41	133866.39666666667	0.0	302539.85571428575
284	191.08493171479105	2.8598714	460067.245	99172.921	330771.43499999994	384447.61000000004	0.0	521437.09428571427
285	321.1478843402959	2.8603036	464711.1375	107910.43375	351490.49749999994	400868.1866666667	0.0	519533.0571428571
286	343.1298586247464	2.8603036	311874.1625	86334.28	270742.1675	280730.33	0.0	396337.31
287	201.15984703653515	2.912907	332838.7525	79901.7545	250237.35749999998	215525.68000000002	179227.45	365310.15285714285
288	304.1543856534454	2.9279153	0.0	151790.7525	179275.95750000002	31350.100000000002	345660.06	19756.611142857142
289	476.3068076547916	2.9598567	178927.0975	148774.97125	144377.001	150158.75666666668	153994.47	164548.12142857144
290	356.18569326590205	3.157219	0.0	89053.27249999999	79437.47	0.0	1935062.0	66995.94857142857
291	218.21152843957748	3.2478714	288239.7475	37563.9785	454238.3625	286403.87000000005	274457.34	382523.89714285714
292	174.18533486402043	3.2518163	88938.60250000001	22845.6725	164560.5625	245977.82433333332	91657.8	1150610.4285714286
293	335.2226775324005	3.3556826	66064.5025	17057.6825	15569.461	23180.343333333334	74603.96	93107.51685714287
294	234.20646512723263	3.3937316	862829.6875	247275.84250000003	2121780.075	2021967.4100000001	566463.1	1975087.585714286
295	357.23568302931363	3.435814	106178.6	55281.578	56862.942500000005	57367.5	0.0	115925.5577142857
296	241.203699578002	3.45208	184883.9175	173975.4075	179573.8975	170048.96666666667	0.0	200494.65714285715
297	217.107151249878	3.4568818	198765.54750000002	209843.4025	209239.6	196318.41666666666	257332.53	249389.29857142858
298	251.185357805485	3.4630523	172909.3775	61896.64875	135361.8575	125229.73999999999	109114.23	1274196.242857143
299	273.16720733318715	3.4665675	0.0	0.0	0.0	0.0	0.0	239184.51000000004
300	379.2488206686415	3.5097325	104534.35124999999	19102.4825	0.0	36868.70333333333	0.0	68961.36857142857
301	401.2620113530573	3.576826	49176.9525	0.0	0.0	0.0	0.0	39136.172000000006
302	443.2697585189367	3.6004071	0.0	54598.4925	36203.2225	0.0	0.0	0.0
303	868.5053459166292	3.601755	0.0	239456.73375	191230.6475	0.0	0.0	10649.712
304	243.0877410493112	3.615068	119646.43474999999	20644.955	96868.40499999998	76651.55866666666	0.0	321438.1042857143
305	852.510381741541	3.6281478	0.0	364781.52575000003	225010.83	0.0	0.0	0.0
306	342.2639454698386	3.686945	1248874.25	1341691.675	1303654.7999999998	1190770.866666667	1725915.9	1311280.7142857143
307	263.1490103865541	3.6886358	0.0	0.0	25066.1025	0.0	249883.22	0.0
308	280.17551344959566	3.6886358	0.0	0.0	27714.9325	0.0	303879.1	0.0
309	185.11491731200064	3.6942856	171414.9475	185047.20750000002	191442.1625	148900.95333333334	365782.56	249583.54857142855
310	163.13291149428784	3.6957746	1022519.5	1058981.6099999999	1082692.5775000001	927151.0133333333	1808068.5	1460932.657142857
311	207.15916951642623	3.9242454	97303.17375	72403.7115	99493.2325	85753.002	104228.445	258736.8357142857
312	309.22709275720894	3.9973266	29944.434500000003	0.0	29088.409	0.0	0.0	231210.15571428573
313	183.07819724727648	4.0415835	1898981.5750000002	1950063.75	1899178.0	1886910.2666666666	2055178.5	1936467.5000000002
314	155.04683713584387	4.0417814	209800.5	213157.4225	212624.71499999997	203731.44999999998	215808.89	209711.72
315	256.1543643177011	4.073064	324026.1325	328379.825	329808.71249999997	324035.10333333333	378597.5	315781.33571428567
316	149.05983982281822	4.0732613	1932623.9499999997	2083779.125	2068184.45	1786707.0999999999	3705954.2	2583367.3000000003
317	233.07852528366925	4.0732613	2441180.775	2986415.25	2782721.25	2423690.4	5435461.0	2989064.042857143
318	211.09656307784897	4.073512	910941.06	978117.54	972992.9275	830513.3700000001	2007185.8	1286715.26
319	246.17003194504807	4.082903	147235.39	20392.0375	117991.765	138589.38	0.0	199810.71714285715
320	246.24282782793256	4.119198	382397.19499999995	53048.5075	509145.5475	347375.6066666667	140401.02	325640.28428571427
321	202.21660208411907	4.135213	64051.518500000006	0.0	135510.09	149236.49666666667	0.0	386359.4557142858
322	262.2377983241962	4.2181225	307557.606	99628.375	1207007.1724999999	867331.2599999999	140220.56	1176687.2342857143
323	243.20680047199565	4.5750933	263981.3075	52354.525	231314.155	167123.81333333332	167141.19	291341.1242857143
324	274.2739934602717	4.7829094	1147751.295	276709.0575	950746.9450000001	1017547.2666666667	182380.05	733098.2314285714
325	230.24792992222825	4.8062057	149219.005	41426.28	193505.265	205158.07333333333	83726.48	370087.5200000001
326	290.2689697862432	4.8651466	340703.89249999996	290477.225	766814.6000000001	975953.5066666665	126153.48	1406913.4000000001
327	277.12818400228167	4.8965635	28175.1845	22775.121	31969.4315	37902.316666666666	51024.836	301196.98571428563
328	322.18600941259774	4.896609	0.0	24309.0625	27502.17125	36462.983	0.0	225329.11142857143
329	299.1101827855454	4.8966165	0.0	16554.379	15535.9	0.0	0.0	228298.37714285715
330	412.2459466269591	4.899558	363393.2025	71654.3275	296438.7625	324115.06666666665	0.0	408669.4571428572
331	213.1462166331393	4.9404354	211895.565	223934.9425	223265.56	204208.55000000002	290574.97	278461.61285714287
332	191.16420907172235	4.941029	750089.12	791955.2000000001	765994.9400000001	738907.4866666667	977326.5	960497.62
333	226.18018630163385	4.9617853	32937.235	16194.414	60609.03125	38526.856999999996	66356.336	178150.7557142857
334	244.1907613412689	4.9621944	85922.44125	34706.12175	94156.0635	48255.831666666665	79721.17	222894.08571428567
335	261.1098417069312	5.074321	397531.005	450384.12250000006	431138.48	383882.0333333334	828459.1	492792.74714285706
336	163.07537628860808	5.074571	206866.37749999997	220296.95	215574.73500000002	199330.32333333333	355395.28	261337.94571428568
337	205.1435244128193	5.148778	299213.58499999996	322694.7775	313995.4925	266341.34	628548.5	397305.69
338	191.16419558033988	5.1657414	171103.6825	183568.95500000002	185821.97999999998	158106.25666666668	343099.28	224943.7057142857
339	274.27398326098046	5.1780167	651362.665	66235.67499999999	613574.1775	137843.16	0.0	256881.3842857143
340	163.0753777281556	5.18384	402509.3925	420855.445	412985.8925	375019.66	650616.1	554656.4028571428
341	239.1278233275916	5.18384	451030.93750000006	475711.97	466422.205	423153.3666666667	834882.5	655418.8157142857
342	261.1098458318926	5.18384	950416.0750000001	1075244.3625	1004242.0349999999	915602.2333333334	1899989.8	1318009.6085714288
343	284.18559797159355	5.1844387	204782.3725	203728.4375	207892.6325	198287.24333333332	242562.53	230811.7257142857
344	272.2583247834951	5.3128138	523363.4275	58465.6575	411044.85	310582.5666666667	0.0	203137.53285714285
345	302.30539371284584	5.342753	66027.8125	0.0	28295.5665	63719.75666666666	0.0	0.0
346	318.3003466779332	5.404178	3600086.625	554008.605	2457370.5325	1797064.4333333333	0.0	1305145.5714285714
347	198.18536775375537	5.4721684	263373.085	268493.75	270587.24000000005	273714.0966666667	272435.53	273449.4957142857
348	451.2303599633166	5.55879	334966.06000000006	345287.18	323975.9925	342445.4066666667	326819.78	314151.64285714284
349	158.15403941131865	5.595717	3411250.25	3533634.125	3478112.2	3476778.1666666665	3768152.0	3551343.3571428573
350	398.23026679147046	5.598686	153633.48500000002	21281.775	138059.96000000002	112265.55333333334	0.0	168432.03285714285
351	223.1328206991431	5.611721	719712.9600000001	726795.36	727934.1875	747994.6699999999	748439.5	733281.1014285714
352	249.20607896637293	5.618715	219998.2	204303.13	210318.95750000002	214923.94666666668	241089.38	436101.07857142854
353	440.2773321443094	5.6315207	682280.03	166428.66	600357.5825	402977.18333333335	0.0	764191.8428571428
354	302.30539951080857	5.678591	1672924.7625000002	265885.02749999997	1306698.305	529830.9733333333	0.0	577802.6528571428
355	299.30575609049725	5.7031674	176454.4675	15848.796	92271.98150000001	70911.51666666666	0.0	62963.17928571428
356	300.2897335560626	5.815223	553269.6775	122398.695	328075.595	307426.76666666666	0.0	206635.9085714286
357	348.20168509587114	5.836583	240475.58	252279.2525	262530.6175	250333.59	508249.22	254323.76428571428
358	304.1754689054012	5.855591	194844.365	237275.02750000003	266596.9375	201823.57333333333	703133.1	239927.97428571427
359	281.295110106613	5.884161	195369.59	26958.78	165282.8125	168121.98333333334	71924.48	75969.30428571429
360	286.31040361847664	5.897953	197158.519	21675.265	227204.71	61023.35	0.0	79246.14571428571
361	466.29306099776016	5.89868	260045.07499999998	70859.53925	232016.8	228580.5166666667	0.0	337252.3285714286
362	242.28421738995067	5.9119234	201502.71999999997	24069.645	186929.8375	43794.89066666667	0.0	67133.07571428572
363	179.10668941749395	5.9504867	388126.675	384285.08	400140.97000000003	385751.61999999994	372177.56	376978.9257142857
364	149.02342389006236	5.97673	1029500.3250000001	1046654.11	1067906.1600000001	1048221.3333333334	1161507.8	1104132.8285714288
365	177.05469114878662	5.97673	1010260.9525	1022155.3400000001	1036662.16	1010345.9533333333	1181058.9	1099924.857142857
366	223.09652172840643	5.97673	593366.26	618699.75	625547.185	607001.8166666667	768879.56	670637.8428571429
367	284.2947804393053	6.003449	323846.53500000003	31594.4775	302659.04199999996	139651.7986666667	0.0	119188.81142857144
368	284.3311713400587	6.1511436	654759.6367500001	18735.515	78187.46875	17494.354	0.0	199053.09857142856
369	311.1852737554285	6.186108	984340.9400000001	997885.29	990567.72	1015820.0033333333	1081728.6	977999.6142857142
370	554.3454985138203	6.2927456	136837.11425	26256.54	117237.9775	123294.47166666668	0.0	155525.2657142857
371	468.30867509854	6.304534	311095.84750000003	83109.04574999999	260700.82249999998	245330.6	0.0	330057.85571428575
372	358.3679098089445	6.322688	179016.9425	29494.6175	225989.0525	77379.95199999999	0.0	69291.31000000001
373	426.261528791644	6.3969154	263013.445	29713.0075	245119.5245	160998.62666666668	0.0	212082.04285714283
374	468.3086543718017	6.4279604	245768.6825	39227.055	223008.08250000002	230790.40333333335	0.0	285247.54
375	288.2533164627826	6.457025	288249.04500000004	286855.26249999995	281531.0875	287709.31666666665	287891.47	284381.70714285714
376	250.11865678531305	6.478004	0.0	174876.2775	220587.2	58665.39000000001	741712.56	78773.21571428572
377	195.1016911921525	6.485324	725556.2599999999	703601.9974999999	704339.17	718044.4500000001	678535.56	676625.9771428572
378	452.2773940626439	6.5114717	3749398.75	983174.365	3260158.715	3506682.8666666667	0.0	3859515.242857143
379	474.2592461930103	6.511657	279522.1325	41012.6925	239787.97	266715.9366666667	0.0	288563.32999999996
380	494.3245142908009	6.541777	12882463.25	4313471.975	12767118.2	10877457.666666666	0.0	15033348.42857143
381	516.3059827977387	6.542378	1394399.5	540954.1825	1191160.1825	1261549.7	0.0	1475661.8000000003
382	140.06823234712158	6.600897	158152.73	0.0	106825.375	70217.57666666668	0.0	85385.55999999998
383	265.1797299938552	6.613176	242583.04499999998	220704.63249999998	239146.72999999998	232629.34	201025.02	223394.80285714284
384	474.259285693762	6.625928	218161.66499999998	30978.1175	172157.10625	147940.20333333334	0.0	195609.8371428571
385	452.2773638888866	6.626161	3458207.525	855267.3	2883808.94	2450563.9	0.0	3216101.814285714
386	502.29036344154406	6.641752	178527.2875	35732.395	200726.34850000002	117437.55333333334	0.0	194371.9942857143
387	480.3087192052204	6.647311	674952.0625	203803.80849999998	653243.7625000001	475109.99	0.0	702005.4085714285
388	516.3061736982776	6.6556077	592897.5750000001	114292.055	541286.4575	596174.09	0.0	701943.2914285715
389	494.3243427811083	6.656532	3363465.075	1012655.1000000001	3278923.425	3387823.4333333336	0.0	3886330.457142857
390	480.30867578996	6.753544	157432.46500000003	33293.39	154011.715	96388.62333333334	0.0	159502.48142857145
391	395.3632818470042	6.816845	441191.1925	447803.65750000003	392203.335	460635.72000000003	274538.6	368010.76999999996
392	496.3399006561797	6.9502935	407881.73250000004	100330.59	208313.5	518043.43999999994	0.0	380254.08999999997
393	140.06823903679046	7.036026	109183.1825	58028.4	104097.3375	72723.52666666666	0.0	208725.63571428575
394	476.27493396917913	7.038642	155195.5785	0.0	114652.44	45324.65333333333	0.0	36024.903857142854
395	454.2929957211846	7.0396805	2424750.625	287466.98875	1883309.48	995748.9666666667	0.0	1084023.2985714285
396	518.3218695207468	7.070894	292477.0025	17276.4415	164213.1425	225571.2766666667	0.0	134922.2107142857
397	496.3399220750995	7.072333	1690998.15	320068.3225	1158737.2975	1434304.2333333334	0.0	1121348.3714285714
398	140.0682250878842	7.111668	107357.4375	0.0	50787.6525	0.0	0.0	0.0
399	758.5693502760782	7.143002	0.0	0.0	0.0	161997.24	0.0	0.0
400	480.30870594490966	7.14405	3035973.825	754400.6699999999	2448100.09	2851589.8333333335	0.0	2294857.685714286
401	502.2904173873988	7.1441607	212599.88124999998	29636.3675	162216.91150000002	196115.10266666664	0.0	149258.28285714285
402	325.20089470468554	7.162126	217306.65999999997	234460.46	228659.37749999997	223668.80666666667	261452.14	228368.57857142857
403	522.3559274659308	7.175928	6266083.125	2062648.4775	5942145.715000001	4976155.833333333	0.0	5920236.357142857
404	544.3374451970253	7.176483	812378.5449999999	294979.19175	766458.98	748377.3133333334	0.0	916365.96
405	480.3086836778188	7.2526507	154074.3025	23189.23625	112696.04999999999	104392.25	0.0	99661.50557142857
406	522.3557087695403	7.279509	288358.04375	69563.58	233878.08750000002	265042.4766666666	0.0	254717.37285714285
407	508.3400480006728	7.2932715	287318.9125	65334.155	281773.38	202207.81666666665	0.0	257393.23714285714
408	235.1692848190592	7.4521923	330112.4125	327348.52	325073.1325	331174.3133333333	301114.28	329012.17142857146
409	267.1719580909911	7.454288	438896.96499999997	438770.085	447927.44499999995	428757.9666666666	364539.97	998882.9100000001
410	249.18495081885703	7.4771695	230082.055	219513.88999999998	227522.3425	229517.11666666667	218886.62	225484.20428571428
411	524.3713788310483	7.7069964	377718.65249999997	24906.504	205176.0875	236525.80666666664	0.0	153366.94571428574
412	298.2740815801219	7.709856	128503.04749999999	34089.325	174136.23500000002	100552.89066666667	0.0	130713.25228571429
413	281.17233624279976	7.7865887	230762.4675	235984.68	250415.08250000002	207418.43333333335	455606.78	266070.0771428572
414	259.19045465797626	7.786967	752913.4249999999	760918.1275	803567.04	681430.3833333333	1133530.8	836435.5171428571
415	467.3135814370693	7.882687	278602.5925	55114.8475	232143.72125	236927.47999999998	0.0	206756.4
416	279.1591287646929	7.9270515	1148239.3	1203071.775	1173108.75	1166939.4666666666	1087022.8	1791736.7428571428
417	149.02339219010756	7.9277277	498678.69999999995	507927.7375	490699.755	498426.5833333333	434320.38	761642.9114285713
418	205.0860276167452	7.9305	127300.825	133107.6785	126603.2475	132534.07	119115.66	208963.90571428573
419	483.3091673058564	7.9914694	153139.8535	39535.34	133691.4525	143934.54	0.0	233807.23428571428
420	371.10137470859627	8.199013	201078.155	196375.47499999998	184180.25375	242284.0	51531.215	130137.81857142856
421	526.4315986525332	8.412181	213757.12500000003	242901.78	229400.575	219700.77333333335	236421.1	233374.26857142858
422	482.4053439139788	8.449812	256213.93750000003	259344.62	251003.3975	256650.74	247872.5	259858.63714285716
423	377.3207532907088	8.455139	251277.41749999998	22086.34375	140185.0625	147198.78666666665	0.0	44241.30871428572
424	438.379046285946	8.486987	256977.52249999996	258393.13749999995	254179.2925	252879.50666666668	289700.34	251395.43285714285
425	394.3527585775484	8.523284	199069.415	202203.3225	196509.3625	205299.93333333335	229887.33	209697.1171428571
426	523.245861152851	8.623812	38598.1275	13491.12	45457.64	0.0	325156.47	34227.75199999999
427	502.3164976895122	8.62424	291383.2075	127130.09150000001	305373.88425	0.0	1783671.9	271865.33999999997
428	485.2899178235981	8.6249895	118664.1	55163.866	134890.08075	0.0	750365.8	127025.36857142857
429	530.3478315651262	8.625099	94196.6275	51132.521250000005	88944.2525	0.0	410674.3	91531.29857142856
430	507.2719080205417	8.625376	105308.87	52377.587499999994	138204.88	0.0	786761.9	125550.81714285714
431	140.068242535	8.714513	178048.18	0.0	258175.6625	0.0	0.0	23951.825714285715
432	780.5513398896624	8.714805	46079.817500000005	60981.253500000006	133243.985	77613.21	0.0	128826.90142857144
433	758.5693771152228	8.715092	52636.5575	0.0	170596.9	71378.07333333333	0.0	0.0
434	315.2318517484829	8.753798	168885.98	34466.09	185892.58000000002	143714.67466666666	0.0	159739.3714285714
435	459.3106717533232	8.754615	487817.0525	146253.5405	605809.7359999999	409161.05	0.0	472035.82285714283
436	481.29267703268926	8.755207	944470.41	362094.8575	1091088.77	818888.0466666667	0.0	966600.93
437	497.2664881083745	8.755247	261638.33999999997	99334.12925	287486.45499999996	238781.01	0.0	295771.96571428573
438	282.27914918675384	8.776176	132129.805	18335.76	67111.60250000001	53400.04866666667	0.0	65290.30157142858
439	497.2664981872566	8.884165	194560.02149999997	53537.535	186636.64500000002	170284.47199999998	0.0	216717.82285714286
440	481.292633615482	8.885593	487195.38	194081.46425	555072.31875	396270.75333333336	0.0	487569.2914285714
441	315.23186748431027	8.885841	268586.48	68222.3825	315677.00075	212586.83666666667	0.0	244214.50142857144
442	483.3078700417223	8.902934	237186.91250000003	48744.015	211946.09249999997	156005.12666666668	0.0	194405.63714285713
443	427.3209928826679	8.909631	188012.0815	0.0	83143.19249999999	87130.48666666666	0.0	0.0
444	449.3028822965408	8.911638	148652.315	0.0	67267.95	58634.87333333333	0.0	0.0
445	393.3150784876264	8.9866	243564.07	14435.664	112309.19499999999	137385.33466666666	0.0	8230.892857142857
446	463.1304984859905	9.096745	137353.7475	127009.63500000001	126781.714	164192.75999999998	59058.246	63047.13714285714
447	445.1201711378886	9.097219	154878.8125	143609.3225	137831.925	197050.1066666667	0.0	76430.94428571429
448	411.3258802781772	9.108773	268593.7325	66942.75	286401.395	182188.70333333334	0.0	198847.53714285712
449	469.313639599957	9.134012	208463.7875	217869.56	210898.915	209113.21666666667	252657.81	213230.5614285714
450	464.35847388420143	9.134605	2489397.5	2479469.3	2404936.9749999996	2383124.4	2648462.5	2451211.4285714286
451	732.5536282627481	9.158606	98839.27375	53849.5675	193218.775	28691.039999999997	0.0	172509.7714285714
452	140.06822636543248	9.158707	157403.205	50409.3075	242302.285	85873.97000000002	0.0	168812.29857142858
453	758.5693425512675	9.159094	185209.955	259036.675	425582.71499999997	68092.40000000001	0.0	490684.6557142857
454	780.5513512843211	9.159133	118653.5145	136514.245	122735.15100000001	164316.90866666668	0.0	132967.30785714285
455	606.4131351976314	9.190591	241786.00875000004	34739.4325	305966.735	203191.492	0.0	141510.53857142857
456	670.4419199976605	9.225338	155663.715	36551.9375	196961.3225	138342.15	0.0	112767.55285714286
457	648.4600096983621	9.226638	708143.345	234604.1875	915260.4199999999	641332.6033333334	0.0	561871.4128571429
458	411.3258956296348	9.294299	188726.3425	19723.705	150519.9	99522.45333333332	0.0	24626.902428571426
459	732.5538764436706	9.318546	23737.629	0.0	55033.42	0.0	0.0	78448.40285714285
460	758.569568438601	9.32254	167484.5875	75947.1	266053.45	56814.06333333333	0.0	364188.70285714284
461	780.5516298655091	9.326534	58645.70049999999	64089.03775	137406.56275	137040.91	0.0	141027.07142857142
462	140.06827385478917	9.32775	146412.5675	47366.075	195590.33500000002	35409.583333333336	0.0	109339.50285714286
463	375.3048469466207	9.3918705	118366.81749999999	20336.04	81311.5575	45423.988000000005	0.0	29371.597857142857
464	758.5694638956593	9.511555	91580.5775	0.0	111237.0675	51502.16	0.0	0.0
465	395.3311337561502	9.512525	136985.77075	27535.84375	113605.61250000002	78334.675	0.0	75679.547
466	429.3365609775436	9.512759	223632.299	39876.3175	171799.715	141720.40666666665	0.0	112281.35642857144
467	377.3203963200661	9.512924	223235.26750000002	41676.375	174632.6125	121357.61666666665	0.0	115116.78285714287
468	608.4287758158434	9.58349	188021.865	21402.996	353377.5725	94749.05	0.0	93723.94428571429
469	672.4575207785209	9.633759	117911.28325	12897.4225	124082.95124999998	61237.91	0.0	29588.06328571429
470	650.4756899062576	9.638082	568590.8385000001	101399.06775	585168.444	347589.8	0.0	259367.87571428574
471	634.444439801008	9.690142	604079.8425	113817.8425	890594.4425000001	334731.6833333333	0.0	285283.3685714286
472	698.4731357394402	9.738139	442785.31625000003	150737.9705	550844.70125	299620.72000000003	0.0	366358.06285714294
473	782.5663142780058	9.739919	63728.825	46393.63	15540.5975	61279.05666666667	0.0	38873.37285714286
474	676.4913887247429	9.741766	2023520.4649999999	546696.7250000001	2443572.7125	1112821.3333333333	0.0	1206286.0285714285
475	959.5702040572228	9.753002	0.0	120605.51499999998	96268.02924999999	0.0	77163.586	0.0
476	760.5844265799387	9.758449	236917.36	150112.015	72757.525	259319.30000000002	0.0	146426.65
477	660.4600587470392	9.813225	96719.66	18517.97	172703.9725	85442.65666666666	0.0	51941.40014285714
478	128.1184150227566	9.8569765	53799.575	0.0	40656.72	0.0	0.0	25071.46
479	371.1013428988725	9.861263	101657.91775000001	126136.22750000001	86745.95	159794.1433333333	0.0	49292.008571428574
480	554.1762611235001	9.861654	172065.43875	247939.85850000003	162361.4075	288893.2866666667	95633.86	105286.88042857141
481	760.5845828948715	9.870819	0.0	0.0	57106.495	0.0	0.0	52492.439999999995
482	724.4888058549193	9.881552	105087.04000000001	40883.3175	161756.075	122018.65000000001	0.0	85801.75728571428
483	702.506650032465	9.8823395	480754.8625	214464.0655	783836.965	515689.48	0.0	371421.2728571429
484	662.4756069002865	9.910219	56087.7325	15512.53325	140662.875	28174.22333333333	0.0	18887.447571428573
485	790.5591321463049	9.934495	145530.20249999998	70299.1525	212175.30625	208868.02200000003	0.0	144311.838
486	760.5844160858184	9.944643	55884.0925	96834.825	31260.745	111868.67666666668	0.0	42862.85571428571
487	338.3417289277245	9.945154	479751.245	154688.26575000002	576046.015	287967.31	242092.19	646004.0642857143
488	128.1184138951321	9.964276	0.0	0.0	0.0	0.0	0.0	33357.194285714286
489	769.4860746462758	9.98572	0.0	150124.365	80424.59	0.0	0.0	0.0
490	153.11352340050402	10.003144	88522.6835	0.0	0.0	0.0	0.0	73827.83757142858
491	128.11840938836386	10.1236725	66740.70425	120666.43	39230.85	107472.409	0.0	41864.419428571426
492	153.11352262416852	10.148175	0.0	0.0	47980.785	114770.60333333333	0.0	32574.96
493	662.4757497157625	10.191948	214787.505	21966.73625	396605.52249999996	124484.712	0.0	97774.3592857143
494	151.09784086255013	10.207815	38399.985	52666.0775	67873.4875	102719.18833333334	0.0	84457.72985714287
495	128.11840665367544	10.238294	0.0	0.0	54154.475	0.0	0.0	7894.325714285714
496	153.11352438398748	10.239366	116460.7875	77280.07	55445.5675	62523.76666666666	0.0	34968.097714285715
497	678.5070677389097	10.24262	420317.36749999993	32643.0325	531443.385	278016.7513333333	0.0	162073.94571428574
498	128.11840357789214	10.286904	54218.5	36114.95	0.0	52378.619999999995	0.0	29691.945142857145
499	710.4730202489732	10.290419	158361.19	70745.4525	146594.806	172923.37833333333	0.0	179653.02285714287
500	688.491402228102	10.290853	1911957.125	633573.315	2452570.025	1967921.2466666668	0.0	1422712.0285714287
501	792.5623168790312	10.314859	0.0	60171.925	76886.57	0.0	0.0	0.0
502	797.5173090198883	10.315672	0.0	183405.05	144151.11	0.0	116701.93	0.0
503	704.5225294340344	10.322615	1353523.88	361632.684	1450738.7799999998	1240152.5	0.0	969353.9057142857
504	730.5382867934476	10.41698	4488589.550000001	2084674.65	4747899.975	4501554.0	0.0	4341480.1
505	752.5198246187916	10.47949	223639.4625	224621.7625	236545.28	263911.0233333334	0.0	305031.8971428572
506	628.1948976829053	10.518481	101708.2175	146769.26325	94139.62125	141380.31999999998	89847.29	51600.634285714295
507	716.522491388117	10.558272	670234.0525	243335.20500000002	875447.3675	543142.1066666667	0.0	515198.0657142857
508	546.4308092499637	10.564241	94486.28	15980.3625	266932.25	32299.153333333335	0.0	106095.4857142857
509	128.11839539027227	10.676939	0.0	0.0	0.0	81198.06333333334	0.0	0.0
510	153.11352526809875	10.676939	0.0	0.0	0.0	92076.33333333333	0.0	0.0
511	123.07936040058436	10.737958	0.0	51345.7225	0.0	0.0	238820.89	34747.76857142857
512	153.11353502962046	10.838197	0.0	0.0	56303.475	0.0	0.0	0.0
513	123.07937452303376	10.93828	0.0	0.0	0.0	118379.84333333334	0.0	0.0
514	153.1135196587402	11.0051775	57548.96	0.0	63184.695	0.0	0.0	28533.015714285713
515	702.2136426851964	11.061534	148388.0575	164240.13425	113507.855	209512.46333333335	73249.086	74250.71142857142
516	123.0793876767571	11.191114	119182.575	0.0	0.0	0.0	0.0	0.0
517	176.10573290941295	11.286422	0.0	0.0	0.0	0.0	0.0	47334.897142857146
518	153.11352592939204	11.322072	55884.7075	0.0	0.0	0.0	0.0	39526.24571428571
519	128.11841091428735	11.345438	0.0	0.0	0.0	0.0	0.0	34846.67857142857
520	559.5174559832478	11.433272	550975.525	504726.98250000004	597490.5225	567926.1666666666	307038.44	556660.4257142857
521	537.5356989294498	11.434686	1564549.45	1587774.225	1377160.375	1595794.2666666666	1683322.2	1606149.2
522	591.4410545309572	11.474141	54203.2625	54400.7	111962.79574999999	90883.43800000001	0.0	96102.28142857143
523	138.06626897029207	11.545124	0.0	0.0	0.0	0.0	0.0	51146.55714285715
524	123.07940613349018	11.564499	0.0	0.0	0.0	0.0	0.0	57803.111428571436
525	161.08225220201834	11.564499	0.0	0.0	0.0	0.0	0.0	32616.731428571427
526	161.0822588452015	11.791015	0.0	0.0	0.0	0.0	402480.16	0.0
527	123.07939216288888	11.82595	0.0	0.0	0.0	0.0	461563.53	0.0
528	565.5669103033625	11.917261	1003399.3999999999	1028984.775	1034098.685	1022031.7133333334	1235632.2	983542.7214285715
529	587.5487009293397	11.917758	226495.7225	232380.0	239738.72749999998	248647.93666666668	203907.7	212505.68571428568
