cluster index	parent mass	RTMean	ATTRIBUTE_group:GNPSGROUP:nan	ATTRIBUTE_group:GNPSGROUP:A	ATTRIBUTE_group:GNPSGROUP:B	ATTRIBUTE_group:GNPSGROUP:C	ATTRIBUTE_group:GNPSGROUP:D
383	307.04408310898395	3.7396667		13664.3425	12956.6575	0.0	0.0
384	497.2361797614439	3.7396834		0.0	0.0	0.0	24431.61125
385	559.1509766023747	3.744073		81764.91	71453.66249999999	86901.40975	76436.53875
386	291.0701797892127	3.7552383		106635.46125000001	115526.1335	105482.4525	92517.019
387	339.290067048394	3.7943807		0.0	14595.5645	95132.59	54523.256
388	211.07139836301832	3.7952166		0.0	0.0	0.0	15618.379
389	235.1193925632266	3.8299665		0.0	0.0	0.0	60927.051
390	337.2738838602836	3.8339043		0.0	0.0	56357.32399999999	17479.86
391	154.09769390506597	3.8339388		13924.708	162617.185	77905.2825	302338.955
392	136.08716895906366	3.83475		0.0	0.0	0.0	28889.38575
393	95.06058517497486	3.8348835		0.0	0.0	0.0	49453.52575
394	242.07749128885573	3.8533		0.0	0.0	0.0	22816.334
395	426.16606527084025	3.8533		0.0	0.0	0.0	13981.19825
396	110.0353543688309	3.8539085		0.0	0.0	0.0	47186.373
397	127.06182698246124	3.8539085		0.0	0.0	0.0	88585.0465
398	259.104165055092	3.8539085		0.0	0.0	0.0	110772.62
399	174.11270908724987	3.86435		0.0	0.0	0.0	13175.7175
400	311.25869667756274	3.8870666		13674.045	0.0	0.0	0.0
401	173.13990948012784	3.8919334		0.0	0.0	0.0	25862.72
402	153.0410535170703	3.8947833		0.0	14642.5525	0.0	0.0
403	611.1610881826914	3.9200168		0.0	0.0	0.0	14298.86125
404	404.15305365751874	3.931179		0.0	0.0	0.0	107482.86175000001
405	220.11809895428385	3.9337249		0.0	0.0	0.0	61527.380000000005
406	374.2291425434349	3.9482834		17702.245	0.0	0.0	0.0
407	238.0943081165406	3.9567416		34047.487250000006	15021.546	17739.52	48275.542499999996
408	231.1130701950633	3.9648035		85798.084	48373.2825	21216.515	78615.62075
409	158.09667999317878	3.9662666		17960.379	0.0	0.0	0.0
410	214.08637574732435	3.9662666		16658.1725	0.0	0.0	0.0
411	492.2078083940264	3.9677		0.0	0.0	0.0	49616.978749999995
412	302.15002496818266	3.9684		0.0	0.0	0.0	17933.166
413	497.163097266542	3.9725666		0.0	0.0	0.0	43555.36125
414	291.1055550690093	3.9798834		18220.6425	0.0	0.0	0.0
415	152.05703222228792	4.0045185		32383.0035	36461.427500000005	50065.0	49875.746
416	142.0864729046454	4.0071		0.0	0.0	0.0	12520.685
417	537.1688396003432	4.015217		0.0	0.0	0.0	16971.26375
418	158.1179616399039	4.015842		0.0	0.0	0.0	543881.74375
419	166.08677142226475	4.01814		428437.09	322371.2475	383828.4575	723435.9125000001
420	137.04608316017544	4.0187		149561.22999999998	28874.9525	27929.7025	290033.4
421	291.0701476864544	4.0199723		13601.5585	0.0	0.0	30400.4725
422	103.0545499761814	4.0203104		63420.305250000005	34424.19425	45064.959	108347.82500000001
423	120.08115387202184	4.020315		790042.1275	590090.5175000001	700065.275	1355271.525
424	131.04951697101887	4.0205336		0.0	0.0	0.0	33001.73825
425	269.0882140950592	4.0253		0.0	0.0	0.0	70892.06875
426	112.05075566178913	4.026429		28161.765	62329.374	68064.00125	136868.72749999998
427	542.2241533277852	4.063355		0.0	0.0	0.0	58035.12075
428	399.12657918657794	4.073258		0.0	0.0	0.0	82666.55725
429	508.2396022889236	4.073258		0.0	0.0	0.0	254790.41499999998
430	86.09672320175484	4.0766864		184700.76	164038.28375	212748.41499999998	262752.9125
431	132.10233344807023	4.0766864		182797.98750000002	163736.37225	206537.46500000003	265276.505
432	184.0736037598625	4.0789332		0.0	0.0	13077.2775	0.0
433	143.03415736893615	4.0819335		0.0	0.0	0.0	130920.775
434	305.086514899521	4.0819335		0.0	0.0	0.0	29986.92375
435	539.2079933619523	4.09155		0.0	0.0	0.0	22886.995
436	539.1372959492797	4.1116166		0.0	0.0	0.0	96571.51999999999
437	648.2500065328176	4.1116166		0.0	0.0	0.0	99932.1325
438	215.13939313945104	4.1125665		0.0	0.0	0.0	15423.046
439	193.05018913547764	4.1212997		0.0	0.0	0.0	36168.72275
440	555.1114040970768	4.1221166		0.0	0.0	0.0	14937.89
441	102.09178072561532	4.1264887		122279.4925	55764.264500000005	164426.895	21880.9475
442	254.1613932885512	4.1526723		0.0	0.0	0.0	43237.501000000004
443	230.18660227168564	4.1550665		0.0	0.0	0.0	184071.3675
444	136.0763369828891	4.1575165		0.0	0.0	0.0	21239.045
445	94.06535764557044	4.1671834		0.0	0.0	0.0	20750.6575
446	209.09227528322128	4.1682167		0.0	0.0	0.0	124919.776
447	192.06581111120417	4.1699877		14345.95	15623.797	34156.7025	202206.27625
448	146.06046341918312	4.17235		0.0	0.0	0.0	41560.059
449	229.1549654771324	4.186275		0.0	0.0	0.0	69676.11499999999
450	399.1261599566724	4.1870832		0.0	0.0	0.0	17835.6425
451	146.09297966216752	4.193212		151880.4475	55762.185	106957.44125	156324.3
452	220.0609900641677	4.2057166		0.0	0.0	0.0	14788.626
453	241.1551983815756	4.2060337		272148.13	155559.81	427793.3325	257328.46
454	237.08737147773567	4.208128		0.0	0.0	12924.89	52084.495
455	299.0701867673051	4.2114167		0.0	0.0	15076.11325	0.0
456	310.1764313055147	4.2189336		16691.42375	19061.0215	54801.822499999995	31997.9805
457	287.1969717577409	4.232829		0.0	0.0	0.0	1353646.575
458	144.1024486123971	4.233554		1652481.4000000001	1114846.346	1213619.575	16397130.75
459	86.09677757229011	4.2532606		131065.12650000001	109308.785	151704.3425	109589.57600000002
460	132.10219398973632	4.254947		116663.66	101776.9075	133729.3485	98379.65325
461	130.08653316292418	4.255574		94842.9975	73127.66249999999	78190.67025	1047248.4500000001
462	144.06566914754688	4.2612023		122751.29250000001	78387.54325	89608.68475	41487.685
463	138.05529278682076	4.261881		116008.4585	72434.7175	81871.916	38063.08625
464	84.08118304185673	4.261992		0.0	0.0	0.0	286392.52999999997
465	126.05547034887933	4.2621937		78187.87650000001	28912.122000000003	55882.60175	12745.57425
466	204.08701368144708	4.2622275		225492.49	143582.526	165105.67750000002	82717.51999999999
467	186.07646987715776	4.262833		221479.625	143055.89250000002	163897.85	89012.51749999999
468	244.079395750966	4.264983		236121.72250000003	154402.165	160942.8675	110412.134
469	260.05343009418254	4.2659082		43754.898250000006	0.0	12928.78125	0.0
470	98.0967104797931	4.2961		0.0	0.0	0.0	14755.9275
471	201.17145765268364	4.296875		0.0	0.0	32803.765	33491.325
472	164.1285312144518	4.298521		13490.414	15685.3925	23019.5215	19791.2075
473	726.281429805686	4.29995		0.0	0.0	0.0	25509.88575
474	508.23948999337534	4.310262		0.0	0.0	0.0	179787.7375
475	415.10027984135576	4.3197002		0.0	0.0	0.0	88754.52375000001
476	399.1265081371505	4.3220835		0.0	0.0	0.0	137121.635
477	612.2128383038041	4.327942		0.0	0.0	0.0	30062.89275
478	184.0735970862378	4.354461		0.0	0.0	33338.386249999996	87712.41500000001
479	244.0793787286394	4.3560476		36656.604999999996	33211.3275	56627.93725	0.0
480	138.05532398871003	4.3628244		26915.07	0.0	59255.9985	65283.305
481	204.0870387821694	4.363167		0.0	0.0	0.0	14096.206
482	169.03607172177905	4.376755		62728.51675000001	33382.6775	55416.8315	71776.956
483	508.2396770104686	4.378988		0.0	0.0	0.0	105224.82275
484	179.07033142034516	4.3800335		0.0	0.0	0.0	56318.7275
485	197.08115545261768	4.3800335		0.0	0.0	0.0	38584.4935
486	215.09154461733715	4.380833		0.0	0.0	0.0	92942.1675
487	235.16567682347025	4.3905196		374223.8275	299649.9	314464.845	110726.515
488	775.2635488617195	4.3943415		0.0	0.0	0.0	42259.2165
489	59.073085777379454	4.3954167		0.0	12738.50875	0.0	0.0
490	399.12662724901145	4.399767		0.0	0.0	0.0	130656.05
491	581.2343513828276	4.4036503		0.0	0.0	0.0	531452.8
492	159.09218804945135	4.408517		0.0	0.0	0.0	14703.124
493	415.1001016577092	4.4106255		0.0	0.0	0.0	126635.30374999999
494	205.0973343782328	4.4177604		89215.72	49851.875	17963.84	231537.01
495	188.07104016748755	4.4201584		509385.57999999996	401959.82999999996	300443.74	1101783.1125
496	146.0604490661978	4.420801		80754.84625	47242.9225	16422.29875	173186.52
497	160.09705000525182	4.451361		0.0	0.0	0.0	101834.8155
498	130.0503189761294	4.4645333		0.0	0.0	14428.794	18520.465
499	211.0692192857064	4.4695463		0.0	0.0	14020.879	57365.2535
500	112.05081875380267	4.4920297		39967.7225	88010.1125	74134.91425	218969.47749999998
501	244.09288715139672	4.492284		0.0	58268.11	39191.75	149773.87
502	487.1790190163256	4.4922833		0.0	101510.95250000001	73587.3125	253528.2175
503	266.0751922996138	4.4943304		0.0	15191.99325	13098.8085	49708.385
504	203.1394572855636	4.4946566		0.0	14615.02825	52362.34925	35784.89
505	282.048850412874	4.49625		0.0	16225.165	15035.629	54206.853
506	208.0972644660962	4.496967		0.0	0.0	0.0	28588.1985
507	217.09769320941749	4.496967		0.0	0.0	0.0	73225.975
508	213.1237109928259	4.5060444		0.0	0.0	0.0	51198.990750000004
509	227.13910309525969	4.5191917		17031.4775	0.0	27613.04875	0.0
510	245.1613870465882	4.5213304		163494.18349999998	175001.1465	531454.1425	735274.5449999999
511	131.11837169969317	4.5239277		20797.0125	27157.0925	0.0	16844.805
512	138.0553878673795	4.528623		262747.4525	258474.8375	226969.63	80776.3825
513	133.0320763388292	4.5303197		165165.265	73585.255	93594.611	161192.09100000001
514	104.05314892649832	4.530326		76850.52249999999	27681.71	0.0	60893.592000000004
515	150.05878313550843	4.530455		142015.13749999998	51877.189	78653.0235	135370.085
516	284.0993218179252	4.558089		67351.91725	21163.0725	87344.47499999999	118335.9625
517	152.057057494717	4.5594106		294598.6725	179970.60499999998	306666.9575	387295.145
518	605.1466088823037	4.5597		0.0	0.0	13018.01075	13128.1065
519	306.08131166437994	4.5621195		68102.4825	36031.939	49735.30900000001	68915.6875
520	322.05536193421983	4.563039		240187.8075	174811.4365	217073.49750000003	212835.30250000002
521	150.11297115397315	4.563749		19772.9425	64227.3075	77921.9595	95810.917
522	282.1200730142887	4.5779357		42355.7625	37675.345	0.0	51729.40000000001
523	418.2295059827572	4.579867		0.0	0.0	0.0	18756.6675
524	144.0657684706826	4.5806665		0.0	0.0	77900.26325	0.0
525	190.05081412752097	4.5833697		74475.35825	28827.629	0.0	131771.79249999998
526	190.0524124525439	4.5919		0.0	0.0	13271.0165	0.0
527	208.0643344599013	4.5919		0.0	0.0	33898.5675	0.0
528	230.04621493339727	4.5919		0.0	0.0	13174.76375	0.0
529	380.1930556841061	4.597883		0.0	0.0	50104.721000000005	0.0
530	126.0665420138828	4.6050997		0.0	36083.3025	0.0	0.0
531	485.12726453219005	4.608683		0.0	0.0	17701.36125	0.0
532	267.13440079682607	4.61145		0.0	0.0	0.0	13930.8145
533	501.1012533641649	4.6163726		0.0	0.0	44417.515	20208.504
534	188.07143509704773	4.6187334		0.0	0.0	0.0	12638.419
535	203.0526534224908	4.6283665		0.0	0.0	0.0	16200.59075
536	210.07982887212304	4.6433334		24303.835	0.0	0.0	0.0
537	803.221976455137	4.646656		0.0	0.0	0.0	51134.902
538	413.1055166986832	4.64685		0.0	0.0	0.0	152549.66249999998
539	429.0801722639919	4.6603084		0.0	0.0	0.0	382169.38499999995
540	147.0444774432315	4.6691837		0.0	0.0	0.0	184337.3485
541	184.0736084471456	4.6691837		0.0	0.0	0.0	110735.87875
542	193.05005876745724	4.6691837		0.0	0.0	0.0	274901.605
543	211.06042793556665	4.6691837		0.0	0.0	0.0	363408.475
544	373.1131962156661	4.6691837		0.0	0.0	0.0	285323.4775
545	408.1506123343829	4.6691837		0.0	0.0	0.0	359504.0825
546	119.04952408530222	4.6700892		0.0	0.0	0.0	70686.7175
547	337.0918821674686	4.682783		0.0	0.0	0.0	16017.3135
548	348.0812773466125	4.6931167		0.0	0.0	16344.248	0.0
549	70.0654302349561	4.694277		43780.41	62589.4015	34756.4225	22396.2325
550	122.07166232533378	4.6961		52783.962250000004	0.0	12571.11	0.0
551	265.11223472904373	4.70675		71473.27725	26268.394500000002	13630.97375	0.0
552	223.10872387471272	4.7109165		0.0	0.0	0.0	23941.405
553	134.0814986280715	4.7187667		0.0	0.0	0.0	47764.89075
554	241.1550379459014	4.733574		45595.3575	31108.837499999998	110939.17125000001	73313.67675
555	415.10101479681487	4.73765		0.0	0.0	0.0	45397.2755
556	163.11598971798583	4.760092		0.0	0.0	0.0	401536.72
557	162.1131648466781	4.767281		2437932.7	3131624.8	4319376.875	4293445.125
558	103.03928683371296	4.770584		85761.37	109249.44	150510.4	150318.9925
559	198.0528651952292	4.7920084		0.0	0.0	0.0	83833.675
560	341.1685943070402	4.792875		0.0	0.0	0.0	29330.750999999997
561	357.14266894608807	4.792875		0.0	0.0	0.0	30499.279000000002
562	319.1866419532002	4.7986584		0.0	0.0	0.0	1705613.035
563	88.07597425409868	4.800094		0.0	0.0	0.0	62795.60125000001
564	393.1005348390012	4.802953		20932.5	87184.0025	72205.29699999999	16698.425
565	160.09731979213035	4.803114		327455.4175	253192.94999999998	228006.4325	11496395.25
566	409.0749811474814	4.8055487		57612.1875	156785.239	145474.2475	30662.8175
567	130.08647841894577	4.812834		62812.47675	78253.50725	98682.90000000001	13413.7625
568	72.08100618563296	4.816526		64930.76699999999	31091.5375	48140.0045	37421.8275
569	158.09287409091309	4.838136		57217.8725	18083.26375	27232.5185	0.0
570	399.1105822983129	4.910429		110919.42	83575.72750000001	97606.04525	73512.27500000001
571	116.07102815415536	4.9121795		2101766.75	1581352.025	2092406.075	2205845.6
572	70.06545467007152	4.913337		660372.9750000001	493414.3125	655653.4349999999	686409.49
573	470.2246965180967	4.9298835		0.0	0.0	0.0	13190.05575
574	539.2087425456308	4.9362335		0.0	0.0	0.0	16165.19925
575	152.05703642943433	4.9471664		0.0	0.0	0.0	31785.616500000004
576	322.0552911543633	4.9471664		0.0	0.0	0.0	34909.67
577	123.05555088771732	4.9555135		71716.86624999999	0.0	0.0	42547.621
578	283.1325426490962	4.9658127		62463.963	60757.968499999995	61342.84725	61952.29375
579	212.1032618460057	4.998035		31125.4025	56617.5265	147782.1525	32046.895
580	206.02512024710737	5.024731		14834.5235	41625.839250000005	29616.0175	15892.96
581	467.1161103177619	5.0255833		0.0	0.0	0.0	17537.8225
582	409.0749099724346	5.0424166		0.0	0.0	15008.42375	0.0
583	198.05301082748184	5.0440083		0.0	0.0	0.0	37053.96
584	206.8860333487308	5.0969353		16271.664	14814.7315	31195.67675	127074.7775
585	122.92486477051342	5.103733		0.0	0.0	0.0	96639.90100000001
586	290.84755819296913	5.103733		0.0	0.0	0.0	77990.39975
587	458.7700987233774	5.1112165		0.0	0.0	0.0	30336.713499999998
588	542.7316144381878	5.1112165		0.0	0.0	0.0	32688.90125
589	388.1450138144992	5.169438		211647.44749999998	135394.6225	235559.89500000002	91349.7475
590	437.0698849618325	5.1705337		65836.525	19248.4025	47882.03625	0.0
591	409.0750383291216	5.1800323		630535.335	506703.3075	529454.145	203825.74500000002
592	263.0832213117104	5.2136087		0.0	0.0	0.0	25817.108500000002
593	294.03804599580235	5.2141337		35107.21000000001	14215.18075	0.0	49722.443
594	124.0396208714785	5.2240305		43750.0625	57480.99175	0.0	0.0
595	293.0638498239119	5.228226		84390.00175	28398.2125	47150.773499999996	28688.3785
596	206.0251957073909	5.2404127		77092.7765	89029.82400000001	72593.6525	75837.51000000001
597	411.0884574641844	5.2448335		0.0	0.0	0.0	13978.63175
598	263.08305836009	5.2562275		12707.90125	12659.55075	12732.34175	41773.832500000004
599	231.1457779881493	5.260469		219877.4575	201933.321	289576.9975	151793.38124999998
600	116.07089510038686	5.2858367		25952.501	0.0	12709.17575	25870.22325
601	409.0749299112601	5.299396		12905.9395	0.0	60614.53625	78949.87
602	227.13924152918847	5.3017836		0.0	0.0	18858.13875	0.0
603	206.0252562457632	5.385608		0.0	0.0	0.0	29380.19375
604	104.07082565086132	5.3886085		0.0	0.0	0.0	25588.023
605	469.0974559650094	5.3937755		43743.5655	13709.1275	0.0	36691.579
606	577.1530881614067	5.4054337		0.0	0.0	0.0	27004.246
607	306.15520866087013	5.425417		0.0	0.0	0.0	31921.2705
608	261.1455505745187	5.4378166		0.0	0.0	0.0	30669.63
609	384.1155747458063	5.4512672		64623.23625	87275.92	28800.569000000003	137455.42250000002
610	252.07335383555383	5.4523835		0.0	0.0	0.0	14516.08875
611	219.1344178251151	5.4535446		55986.82375	0.0	0.0	0.0
612	351.0694234116108	5.4568887		0.0	13148.3915	0.0	45575.65375
613	224.09316455977745	5.46365		0.0	0.0	0.0	14708.2
614	126.09166019691284	5.464638		70919.6315	76640.9215	91067.03275	58261.91649999999
615	184.07368642900505	5.4647784		86231.719	95579.02	104750.4325	137629.1675
616	189.12389597154848	5.464803		203583.6175	251217.48249999998	265767.925	248260.10875
617	307.0329464864418	5.4744415		0.0	0.0	0.0	47460.274999999994
618	228.09747897067737	5.482677		0.0	0.0	61642.86625	38403.46375
619	260.16115643841715	5.485325		0.0	0.0	13969.295	38891.36
620	116.07095659386236	5.4869165		0.0	0.0	0.0	14040.291
621	187.10822453809595	5.494867		0.0	0.0	0.0	50071.0995
622	409.075135348996	5.507333		0.0	0.0	0.0	143046.14125
623	257.0540244161763	5.50957		17982.51	0.0	114383.16	52615.425
624	213.12374168134443	5.5096		0.0	0.0	0.0	67496.7145
625	219.09799474636992	5.510975		0.0	0.0	18925.69	17157.0075
626	241.0801016098452	5.510975		0.0	0.0	24191.6465	17717.74
627	130.05023974501262	5.5111		0.0	0.0	13125.24425	0.0
628	86.06035085816103	5.5189834		0.0	0.0	0.0	14185.31825
629	127.05057743309006	5.521633		12633.2225	0.0	0.0	17179.9025
630	132.06599381180084	5.5256968		0.0	0.0	14570.275	83907.28
631	114.05524966426418	5.526827		16446.6465	0.0	49562.2905	108977.704
632	292.1396135774741	5.5361667		0.0	0.0	0.0	13233.01375
633	176.0920915668261	5.5451913		43626.5325	39904.63	75168.508	0.0
634	203.13939190717244	5.54985		0.0	0.0	13753.83	19448.6075
635	198.0878129393962	5.5854616		70203.91675	76304.3	296322.45499999996	110218.90125000001
636	294.14561434820234	5.5875583		0.0	0.0	29960.786249999997	0.0
637	110.07176792056389	5.588733		0.0	0.0	19140.65625	0.0
638	152.0824418869477	5.588733		0.0	0.0	18688.8225	0.0
639	156.07701520170468	5.588733		0.0	0.0	13372.36625	0.0
640	180.07726053170373	5.588733		0.0	0.0	14693.925	0.0
641	176.09224587263466	5.5984597		146853.475	199266.4725	211471.39750000002	81087.79250000001
642	591.1325361659653	5.609725		0.0	0.0	0.0	37599.27725
643	575.1581416329883	5.6212335		0.0	0.0	0.0	12537.65625
644	383.145262786179	5.6418915		0.0	14053.375	0.0	13333.52825
645	230.1869348118267	5.6474		0.0	0.0	0.0	13836.29875
646	247.1403595575273	5.6476274		0.0	0.0	13983.623	44199.69
647	351.0694590571478	5.6491666		0.0	0.0	0.0	46330.42
648	274.17658890857723	5.6517563		0.0	0.0	44206.481750000006	40220.735
649	335.0955049063294	5.6640253		0.0	0.0	0.0	59030.94875
650	307.10066916674083	5.68745		0.0	0.0	0.0	14552.046
651	197.08999840933532	5.7332387		27668.584	0.0	0.0	40992.276
652	356.07816305183684	5.7585053		0.0	37188.4025	160002.7225	153196.3575
653	200.1033851854848	5.7587833		0.0	0.0	0.0	95731.2505
654	158.08316140285842	5.759072		0.0	0.0	0.0	55127.41275
655	217.1301211593824	5.761304		504025.57249999995	393663.35	113986.94	2574183.975
656	313.03649209294485	5.76771		189389.90250000003	139710.596	228191.315	250371.09249999997
657	245.04887859807573	5.7681284		18373.595	0.0	91117.22275	54719.7775
658	372.1230638284673	5.7690835		0.0	0.0	0.0	38341.322499999995
659	134.01926054563123	5.7742734		218396.6075	151214.839	272609.8975	297204.0675
660	261.0940131660127	5.7758594		47558.145000000004	15718.2425	0.0	250969.4875
661	239.111945617126	5.7759867		19256.4725	0.0	0.0	209292.34749999997
662	269.9941592605544	5.779417		53558.65	52510.20675	91941.225	26305.21875
663	90.97689814606058	5.786506		69779.27375	0.0	62662.636249999996	38856.25125
664	202.006373348512	5.78685		0.0	0.0	14664.78125	0.0
665	226.95185616613728	5.7873545		118294.3875	63848.724749999994	79052.14	104726.95875
666	158.9644934135715	5.787719		132184.2025	54151.981250000004	113181.15350000001	120732.9625
667	164.0296801211821	5.8343062		57357.346000000005	16308.755	16152.97375	53011.5
668	335.0954471478529	5.859975		0.0	0.0	0.0	26316.47925
669	126.02231831446166	5.868038		0.0	18994.17375	128634.38	43463.028999999995
670	365.1060017494021	5.8730545		156929.29249999998	154849.6125	92270.8945	259776.65749999997
671	247.10900990329128	5.87932		80478.32125000001	85480.21625	79513.66225	78117.65424999999
672	245.07490030940383	5.9147706		39027.31875	41182.7025	22060.416	55451.377499999995
673	337.1106505140512	5.9415913		15522.90125	0.0	0.0	69972.74475
674	771.1015230708246	5.953992		26048.8075	23290.1375	0.0	0.0
675	584.0734215601321	5.955776		118250.721	49410.2925	52781.945	0.0
676	397.0456717021568	5.956624		146559.6225	75991.695	100073.20125	0.0
677	210.0174250150926	5.9596677		162435.96500000003	123226.57125000001	136671.94150000002	0.0
678	124.03720842754758	5.964267		91476.93125	43738.75750000001	69288.15275	0.0
679	188.0358809665648	5.9659944		969993.535	712750.1175	876706.2125	264048.86
680	555.1538391745485	5.971258		0.0	13905.7875	13028.2125	0.0
681	217.12972189603693	5.99125		0.0	0.0	0.0	36732.67
682	120.06600607688718	5.9920917		0.0	0.0	0.0	31069.739999999998
683	335.09547086799085	5.99565		0.0	0.0	0.0	87792.41500000001
684	102.05518119584596	6.0000653		74246.26849999999	31372.29	76527.14025	13312.28425
685	74.02401575637136	6.0010996		208181.29	135576.0565	202210.40749999997	94052.05549999999
686	166.05354123498978	6.0011		821078.05	536009.4925	811110.9000000001	361150.3625
687	245.11370709598395	6.0031586		0.0	0.0	0.0	57900.56925
688	191.10277504475152	6.011075		27601.491	0.0	0.0	0.0
689	141.10258938741708	6.0203166		0.0	0.0	0.0	15318.31925
690	205.1185677319525	6.0203166		0.0	0.0	0.0	20420.64
691	184.0737397281543	6.0208173		87630.51074999999	58535.9425	121814.8635	112413.0435
692	203.11419274151177	6.0208416		30630.64575	0.0	0.0	0.0
693	174.0763445024685	6.0217333		0.0	0.0	0.0	52776.53
694	187.10821518934927	6.0219216		49097.2035	0.0	55628.914000000004	251724.695
695	198.07660149344184	6.02315		0.0	0.0	0.0	19582.959
696	381.0796880654455	6.0372		0.0	0.0	0.0	17114.8575
697	252.1445880139537	6.0413833		0.0	0.0	0.0	40551.020000000004
698	365.1060555074365	6.0519533		253172.565	42622.4525	265877.885	356984.175
699	337.1109178818442	6.058817		20303.8325	0.0	0.0	25765.16
700	266.1604415352585	6.0745716		144203.66999999998	0.0	95666.63699999999	140733.74250000002
701	266.1604935245595	6.081683		0.0	0.0	0.0	26788.6825
702	375.1152302195585	6.0921416		0.0	0.0	0.0	27999.91375
703	305.0848639027238	6.10905		0.0	0.0	0.0	401328.88749999995
704	188.03546041534904	6.1192927		66200.775	37433.1975	45810.520000000004	0.0
705	269.16114605535057	6.1210666		0.0	0.0	0.0	13016.6225
706	231.09791967399585	6.1211		0.0	0.0	0.0	20293.5175
707	381.07953835984335	6.121457		36074.91	21821.685	14356.36925	68742.5625
708	286.15145174518733	6.1278834		0.0	0.0	0.0	13059.3775
709	555.1537622228174	6.12869		0.0	41782.880000000005	39122.4075	12765.01075
710	247.1091543728325	6.136817		47983.24525	71785.4635	45077.242249999996	0.0
711	175.10832552331263	6.138913		39666.33	13144.5605	26084.27	0.0
712	151.0482373432837	6.1610518		56969.748999999996	26350.417	44224.49875	29220.9325
713	169.0590319206433	6.161429		85737.87299999999	62437.702999999994	71486.47124999999	63948.924
714	247.1405999484341	6.1680164		0.0	0.0	13833.7675	0.0
715	84.0447294479239	6.1713333		310398.485	173232.66999999998	281175.4225	448814.62750000006
716	130.05017329229463	6.1713333		962701.2150000001	532036.9450000001	883986.5099999999	1427280.825
717	365.1061340518172	6.174876		317714.4925	734602.96	588446.43	331260.45999999996
718	707.2222859688253	6.1792197		39950.182499999995	134023.73500000002	123767.3475	122725.77375000001
719	325.11307448439925	6.180442		0.0	37086.204	24825.46	14363.67875
720	360.15009903594705	6.185233		0.0	15056.4525	14841.895	0.0
721	335.0953495866861	6.2273164		0.0	0.0	0.0	83227.35125
722	104.10739693464464	6.241		0.0	18233.4175	0.0	0.0
723	296.06664977183647	6.241		0.0	14841.1465	0.0	0.0
724	258.1107869223446	6.246357		22473.9785	123735.716	0.0	145136.331
725	316.13987630633136	6.25925		0.0	0.0	0.0	20956.57625
726	155.04323946479423	6.2791414		0.0	0.0	0.0	34501.88075
727	133.06113214634044	6.2830167		0.0	0.0	0.0	13760.047
728	381.0794622359017	6.2915096		59913.960250000004	26162.67875	48714.14	128586.10124999999
729	184.07377003918057	6.3021836		0.0	0.0	0.0	46526.91825
730	276.1556462746587	6.3038335		14709.708	0.0	0.0	13324.078
731	247.108984985734	6.3154955		84462.73375	83158.45599999999	85028.2325	33753.9125
732	254.1116619843747	6.318187		24035.4325	0.0	48488.66	70339.155
733	215.1030423004989	6.318617		0.0	0.0	0.0	15773.375
734	232.1296573538092	6.318617		0.0	0.0	0.0	16319.498
735	270.085406888715	6.318617		0.0	0.0	0.0	18460.37
736	130.05024777322774	6.3211083		0.0	0.0	41000.09625	0.0
737	343.17236176922245	6.321367		0.0	0.0	0.0	13974.7175
738	316.1396936631895	6.332231		12829.5675	0.0	18894.07625	196616.258
739	393.1267227922749	6.3325334		0.0	0.0	0.0	28829.735
740	124.03976130472698	6.3493667		0.0	0.0	0.0	69628.94875000001
741	286.09228786458425	6.3493667		0.0	0.0	0.0	46555.5625
742	527.158812937889	6.3578587		12507.86	13448.24325	0.0	0.0
743	381.0793947161445	6.3727794		18214.8965	107896.87225	49819.457500000004	33349.8875
744	365.1061601485828	6.3763366		329695.22	942677.47	852344.05	805696.175
745	360.150009803654	6.3852334		0.0	27942.285	0.0	0.0
746	163.0607533267222	6.3871		0.0	16390.95125	17387.6325	0.0
747	325.11301979738386	6.3872333		0.0	75615.34325	47052.225	66734.23199999999
748	707.2221821220849	6.389777		62406.935	184704.505	166995.15249999997	156650.9775
749	322.1501867945717	6.396825		0.0	0.0	0.0	124286.277
750	230.1139966785285	6.400133		0.0	0.0	0.0	19319.07
751	233.11356409971856	6.41645		0.0	0.0	31143.586	15154.78625
752	130.05018380707958	6.4333115		364955.6275	304409.3475	383070.95499999996	394979.90750000003
753	84.04471767821188	6.4338884		197008.69999999998	170351.35499999998	207608.2525	207004.3675
754	102.05517404778294	6.4344716		102138.86975	90839.53125	109803.78475	101132.0735
755	148.06078135548205	6.4344683		315947.2	283118.875	345304.09	318097.2425
756	127.03944882806104	6.4575725		13234.57625	0.0	30049.033750000002	0.0
757	289.09223436123455	6.45775		40085.25275	0.0	32144.2675	0.0
758	325.1129286437736	6.458135		585520.7075	326032.60750000004	650384.8049999999	425464.7375
759	360.1503125993815	6.4586987		867388.49	479077.8775	967395.6124999999	620084.0900000001
760	145.04982821805666	6.4587245		153907.41749999998	86916.17575	169804.195	111880.796
761	163.06063340768725	6.459288		216363.83500000002	122217.1675	235845.81	158974.845
762	184.0737562776557	6.4639516		44056.0075	73532.25875000001	86239.12800000001	84101.63875
763	290.13527484075627	6.467034		105575.65950000001	126777.86875000001	25063.33	21746.0225
764	247.10897334443013	6.5154166		0.0	13030.3925	0.0	0.0
765	381.07943990011967	6.517313		25552.25	27429.965750000003	12564.88375	204355.47999999998
