formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C41H78NO8P	[M + H]+	C41H79NO8P+	Fatty acids	0.998	Glycerophospholipids	0.999	Glycerophosphoethanolamines	0.994	Lipids and lipid-like molecules	0.977	Glycerophospholipids	0.999	Glycerophosphoethanolamines	0.986	Phosphatidylethanolamines	0.943	Phosphatidylethanolamines	0.943	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphoethanolamines; Phosphatidylethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	744.554	122	2.038	695994781253048787	695994646863350108	101	
1	C40H76NO8P	[M + H]+	C40H77NO8P+	Fatty acids	0.999	Glycerophospholipids	1.000	Glycerophosphoethanolamines	0.997	Lipids and lipid-like molecules	0.980	Glycerophospholipids	0.999	Glycerophosphoethanolamines	0.991	Phosphatidylethanolamines	0.958	Phosphatidylethanolamines	0.958	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphoethanolamines; Phosphatidylethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	730.541	123	2.044	695994806276268989	695994646909487456	102	
1	C10H12O4	[M - H2O + H]+	C10H11O3+	Shikimates and Phenylpropanoids	0.790	Phenolic acids (C6-C1)	0.382	Simple phenolic acids	0.772	Phenylpropanoids and polyketides	0.521	Phenylpropanoic acids	0.870					Phenylpropanoic acids	0.870	Organic compounds; Alkyl aryl ethers; Alcohols and polyols; Phenols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Phenylpropanoic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	179.070	124	2.063	695994781580204542	695994646938847588	103	
1	C9H15B10NO3	[M + Na]+	C9H15B10NNaO3+	Terpenoids	0.999	Monoterpenoids	0.999	Pinane monoterpenoids	1.000	Organoheterocyclic compounds	1.000	Isoindoles and derivatives	0.614	Isoindoles	0.999			Isoindoles	0.999	Organic compounds; Organoheterocyclic compounds; Pyrazines; Isoindoles; Organic acids and derivatives; Organometallic compounds; Boronic acid derivatives; Organometalloid compounds; Isoindoles and derivatives; Pyrazinecarboxamides; Pyrazine carboxylic acids and derivatives; Organoboron compounds; Organoboroxines; Organic salts; Organic metalloid salts; Organic metal salts; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	308.222	124	2.067	695994800009978073	695994646968207720	104	
1	C18H33NO5	[M - H2O + H]+	C18H32NO4+	Fatty acids	0.999	Fatty amides	0.949	N-acyl amines	0.959	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.991	Amino acids and derivatives	0.990	N-acyl-alpha amino acids	0.973	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	326.233	124	2.067	695994801842889195	695994647001762156	105	
1	C13H33BN3O5	[M + Na]+	C13H33BN3NaO5+	Amino acids and Peptides	0.774	Small peptides	0.923	Dipeptides	0.155	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.995	Amino acids, peptides, and analogues	0.988	Amino acids and derivatives	0.987	N-acyl-alpha amino acids	0.672	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Boronic acids; Organometallic compounds; Monoalkylamines; Carboxylic acid amides; Boronic acid derivatives; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Organometalloid compounds; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; Organoboron compounds; Organic salts; Fatty Acyls; Organic oxides; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Alkylboranes; Monoalkylboranes; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	344.243	124	2.067	695994806280463294	695994647123396976	106	
1	C41H76O8	[M + Na]+	C41H76NaO8+	Fatty acids	1.000	Glycerolipids	1.000	Triacylglycerols	0.997	Lipids and lipid-like molecules	0.980	Glycerolipids	0.998	Triradylcglycerols	0.956	Triacylglycerols	0.972	Triacylglycerols	0.972	Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Triacylglycerols; Carboxylic acid esters; Carbonyl compounds; Tricarboxylic acids and derivatives; Triradylcglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	719.542	124	2.068	695994784386194182	695994647169534324	107	
1	C39H76NO8P	[M + H]+	C39H77NO8P+	Fatty acids	0.998	Glycerophospholipids	0.999	Glycerophosphoethanolamines	0.997	Lipids and lipid-like molecules	0.979	Glycerophospholipids	0.998	Glycerophosphoethanolamines	0.990	Phosphatidylethanolamines	0.960	Phosphatidylethanolamines	0.960	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphoethanolamines; Phosphatidylethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	718.538	124	2.069	695994798655217704	695994647521855864	108	
1	C35H70O4	[M + Na]+	C35H70NaO4+	Fatty acids	1.000	Glycerolipids	1.000	Diacylglycerols	0.695	Lipids and lipid-like molecules	0.981	Fatty Acyls	0.988	Fatty acid esters	0.998			Fatty acid esters	0.998	Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	577.519	124	2.070	695994800328745229	695994647588964732	109	
1	C41H70N8O4	[M - H2O + H]+	C41H69N8O3+	Amino acids and Peptides	0.496	Oligopeptides	0.336	Tripeptides	0.035	Organic acids and derivatives	0.990	Carboxylic acids and derivatives	0.984	Amino acids, peptides, and analogues	0.876	Amino acids and derivatives	0.864	Alpha amino acids and derivatives	0.706	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Benzoxadiazoles; Furazans; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	721.548	124	2.070	695994786504317937	695994647622519168	110	
1	C39H74NO8P	[M + H]+	C39H75NO8P+	Fatty acids	0.999	Glycerophospholipids	0.999	Glycerophosphoethanolamines	0.994	Lipids and lipid-like molecules	0.982	Glycerophospholipids	0.999	Glycerophosphoethanolamines	0.988	Phosphatidylethanolamines	0.940	Phosphatidylethanolamines	0.940	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphoethanolamines; Phosphatidylethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	716.524	124	2.072	695994773954959231	695994647660267908	111	
1	C18H35NO6	[M + H]+	C18H36NO6+	Fatty acids	0.995	Fatty amides	0.717	N-acyl amines	0.818	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.993	Amino acids and derivatives	0.992	N-acyl-alpha amino acids	0.961	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Polyols; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	362.254	125	2.076	695994817412146716	695994647794485640	112	
1	C40H75NO6	[M + K]+	C40H75KNO6+	Fatty acids	1.000	Spingolipids	0.620	Triacylglycerols	0.081	Lipids and lipid-like molecules	0.988	Fatty Acyls	0.994	Fatty acid esters	0.989			Fatty acid esters	0.989	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Amines; Alkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	704.524	125	2.085	695994795371077368	695994647849011596	113	
1	C37H72NO8P	[M + H]+	C37H73NO8P+	Fatty acids	0.998	Glycerophospholipids	0.999	Glycerophosphoethanolamines	0.992	Lipids and lipid-like molecules	0.977	Glycerophospholipids	0.998	Glycerophosphoethanolamines	0.981	Phosphatidylethanolamines	0.928	Phosphatidylethanolamines	0.928	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphoethanolamines; Phosphatidylethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	690.508	126	2.099	695994791709449730	695994648348133776	114	
1	C41H75O7P	[M - H2O + H]+	C41H74O6P+	Fatty acids	0.999	Glycerophospholipids	1.000	Glycerophosphates	1.000	Lipids and lipid-like molecules	0.980	Glycerophospholipids	0.995	Glycerophosphates	0.964	Diacylglycerophosphates	0.946	1,2-diacylglycerol-3-phosphates	0.952	Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid derivatives; Carboxylic acid esters; 1,2-diacylglycerol-3-phosphates; Diacylglycerophosphates; Carbonyl compounds; Glycerophosphates; Alkyl phosphates; Monoalkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	693.517	126	2.099	695994791000612297	695994648419436948	115	
1	C33H66O4	[M + Na]+	C33H66NaO4+	Fatty acids	1.000	Glycerolipids	1.000	Diacylglycerols	1.000	Lipids and lipid-like molecules	0.992	Glycerolipids	0.997	Diradylglycerols	0.992	Diacylglycerols	0.995	1,2-diacylglycerols	0.976	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	549.488	126	2.100	695994790459547018	695994648478157208	116	
1	C11H17NO4	[M + H3N + H]+	C11H21N2O4+	Fatty acids	0.898	Fatty amides	0.953	N-acyl amines	0.887	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.995	Amino acids and derivatives	0.995	N-acyl-alpha amino acids	0.934	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	245.150	127	2.109	695994778585471153	695994648549460384	118	
1	C5H9NO4	[M - H2O + H]+	C5H8NO3+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.999	Amino acids and derivatives	0.999	Alpha amino acids	0.931	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	130.050	127	2.109	695994797032021873	695994648515905948	117	
1	C36H70NO8P	[M + H]+	C36H71NO8P+	Fatty acids	0.999	Glycerophospholipids	1.000	Glycerophosphoethanolamines	0.997	Lipids and lipid-like molecules	0.989	Glycerophospholipids	1.000	Glycerophosphoethanolamines	0.994	Phosphatidylethanolamines	0.973	Phosphatidylethanolamines	0.973	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphoethanolamines; Phosphatidylethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	676.492	127	2.114	695994804854399855	695994648608180644	119	
1	C20H42B10N6O2	[M + Na]+	C20H42B10N6NaO2+	Terpenoids	0.999	Monoterpenoids	1.000	Pinane monoterpenoids	1.000	Organoheterocyclic compounds	1.000	Isoindoles and derivatives	0.779	Isoindoles	0.999			Isoindoles	0.999	Organic compounds; Organoheterocyclic compounds; Pyrazines; Isoindoles; Organic acids and derivatives; Organonitrogen compounds; Organometallic compounds; Boronic acid derivatives; Organometalloid compounds; Secondary carboxylic acid amides; Isoindoles and derivatives; Pyrazinecarboxamides; Pyrazine carboxylic acids and derivatives; Organoboron compounds; Organoboroxines; Organic salts; Organic metalloid salts; Organic metal salts; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Alkylboranes; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	521.457	128	2.128	695994791252270572	695994648637540776	120	
1	C35H68NO8P	[M + H]+	C35H69NO8P+	Fatty acids	0.999	Glycerophospholipids	1.000	Glycerophosphoethanolamines	0.991	Lipids and lipid-like molecules	0.980	Glycerophospholipids	0.999	Glycerophosphoethanolamines	0.980	Phosphatidylethanolamines	0.942	Phosphatidylethanolamines	0.942	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphoethanolamines; Phosphatidylethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	662.476	128	2.130	695994771996219067	695994648729815468	121	
1	C4H8O3S	[M - H2O + H]+	C4H7O2S+	Fatty acids	0.992	Fatty Acids and Conjugates	0.980	Thia fatty acids	0.959	Lipids and lipid-like molecules	0.498	Fatty Acyls	0.478	Fatty acids and conjugates	0.630			Fatty acids and conjugates	0.630	Organic compounds; Organosulfur compounds; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Sulfones; Monocarboxylic acids and derivatives; Sulfonyls; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	119.016	131	2.181	695994772948326126	695994648771758512	122	
1	C4H10O4S	[M - H2O + H]+	C4H9O3S+	Fatty acids	0.993	Fatty Acids and Conjugates	0.853	Thia fatty acids	0.905	Organosulfur compounds	1.000	Sulfonyls	0.935	Sulfones	0.947			Sulfones	0.947	Organic compounds; Organosulfur compounds; Alcohols and polyols; Organooxygen compounds; Sulfones; Sulfonyls; Carboxylic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	137.027	131	2.181	695994792414092851	695994648813701556	123	
1	C8H16FNO6	[M - H2O + H]+	C8H15FNO5+	Fatty acids	0.339	Small peptides	0.340	Halogenated fatty acids	0.514	Organic acids and derivatives	0.991	Carboxylic acids and derivatives	0.983	Amino acids, peptides, and analogues	0.680	Amino acids and derivatives	0.677	Amino acids and derivatives	0.677	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Alkyl fluorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Alkyl halides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	224.092	131	2.182	695994808478278685	695994648864033208	124	
1	C33H62FN5O2	[M + H3N + H]+	C33H66FN6O2+	Alkaloids	0.443	Ornithine alkaloids	0.253	Tropane alkaloids	0.357	Organic acids and derivatives	0.983	Carboxylic acids and derivatives	0.980	Amino acids, peptides, and analogues	0.869	Amino acids and derivatives	0.866	Amino acids and derivatives	0.866	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Azoles; Carboxylic acid amides; Alkyl fluorides; Carboxylic acid derivatives; Organofluorides; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Tertiary amines; Alkyl halides; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Cyclohexyl halides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	597.521	132	2.201	695994778438670469	695994648939530684	125	
1	C11H21ClFN3O2S	[M - H2O + H]+	C11H20ClFN3OS+	Alkaloids	0.407	Ornithine alkaloids	0.304	Polyamines	0.083	Organohalogen compounds	0.984	Alkyl halides	0.863	Alkyl chlorides	0.798			Alkyl chlorides	0.798	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl chlorides; Organochlorides; Organofluorides; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	296.099	132	2.205	695994788563721470	695994648985668032	126	
1	C18H36O2	[M + H3N + H]+	C18H40NO2+	Fatty acids	0.996	Fatty Acids and Conjugates	0.761	Hydroxy fatty acids	0.527	Lipids and lipid-like molecules	0.973	Fatty Acyls	0.967	Fatty acids and conjugates	0.835	Long-chain fatty acids	0.772	Long-chain fatty acids	0.772	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	302.306	133	2.223	695994781982857790	695994649031805380	127	
1	C17H20O8	[M + H3N + H]+	C17H24NO8+	Shikimates and Phenylpropanoids	0.898	Phenolic acids (C6-C1)	0.657	Simple phenolic acids	0.380	Benzenoids	0.873	Benzene and substituted derivatives	0.824					Benzene and substituted derivatives	0.824	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Benzene and substituted derivatives; Polyols; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	370.149	134	2.228	695994810025976946	695994649086331336	128	
1	C15H31NO2	[M - H2O + H]+	C15H30NO+	Fatty acids	0.999	Fatty amides	0.997	N-acyl ethanolamines (endocannabinoids)	0.993	Lipids and lipid-like molecules	0.668	Fatty Acyls	0.677	Fatty amides	0.634	N-acyl amines	0.556	N-acyl amines	0.556	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carbonyl compounds; Amines; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	240.233	134	2.233	695994771841029800	695994649140857292	129	
1	C19H40N2O4	[M - H2O + H]+	C19H39N2O3+	Fatty acids	0.998	Fatty amides	0.981	N-acyl amines	0.723	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.935	Amino acids and derivatives	0.933	N-acyl-alpha amino acids and derivatives	0.591	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acids; Amines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	343.296	134	2.233	695994778904238328	695994649245714896	130	
1	C12H27NO4	[M - H2O + H]+	C12H26NO3+	Fatty acids	1.000	Fatty amides	0.884	Sphingoid bases	0.891	Organic acids and derivatives	0.942	Carboxylic acids and derivatives	0.911	Amino acids, peptides, and analogues	0.811	Amino acids and derivatives	0.809	Alpha amino acids and derivatives	0.812	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Hydroxy acids and derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Beta hydroxy acids and derivatives; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	232.191	135	2.246	695994774311475083	695994649312823764	131	
