formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C13H20N10O4S	[M + Na]+	C13H20N10NaO4S+	0.926	0.966	89.375	86.268	3.107	42	0.851	-0.759	2.786	-1.312		435.128	187	3.122	695994906788575508	695994656833211400	272	
1	C10H16N4O5	[M + Na]+	C10H16N4NaO5+	0.999	0.999	70.215	70.215	0.000	19	0.542	1.253	4.263	5.150		295.103	187	3.123	695994837825825752	695994656858377228	273	
1	C9H20N3O7	[M - H2O + H]+	C9H19N3O6+	1.000	0.306	63.671	63.671	0.000	18	0.546	1.703	2.440	-67925.665		265.128	187	3.123	695994857199316882	695994656887737360	274	
1	C14H30N4O4	[M - H2O + H]+	C14H29N4O3+	0.996	0.333	111.387	108.905	2.482	24	0.496	0.950	3.238	-59790.353		301.224	187	3.123	695994870671422067	695994656917097492	275	
1	C17H24N4O7	[M + Na]+	C17H24N4NaO7+	0.740	0.693	60.647	55.412	5.235	27	0.772	1.221	3.541	-2.934		419.152	187	3.124	695994850375183870	695994656988400668	277	
1	C16H28O11	[M + H3N + H]+	C16H32NO11+	0.985	0.191	121.124	116.102	5.023	26	0.786	2.661	3.331	0.079		414.197	187	3.124	695994863885037925	695994656950651928	276	
1	C20H30N4O5S2	[M + K]+	C20H30KN4O5S2+	0.936	0.925	32.704	32.704	0.000	27	0.657	-2.553	3.066	-4.380		509.127	188	3.131	695995064238559225	695994657017760800	278	
1	C10H10O5	[M - H2O + H]+	C10H9O4+	1.000	0.500	76.402	74.444	1.958	18	0.731	0.387	2.456	-93292.807		193.050	188	3.132	695994839771983012	695994657047120932	279	
1	C28H52B10O4	[M + Na]+	C28H52B10NaO4+	0.620	0.992	99.213	99.213	0.000	32	0.695	-0.132	3.490	-1.843		575.504	188	3.135	695994835665758992	695994657080675368	280	
1	C4H10BNO5	[M + H3N + H]+	C4H14BN2O5+	0.708	0.498	72.230	72.230	0.000	10	0.362	-2.790	2.790	-2.776		180.102	189	3.143	695994866401620429	695994657114229804	281	
1	C18H27NO7	[M + H3N + H]+	C18H31N2O7+	0.999	0.333	53.771	50.815	2.956	13	0.565	-0.518	1.504	-0.459		387.212	189	3.145	695994863008428274	695994657143589936	282	
1	C8H10O2	[M - H2O + H]+	C8H9O+	0.998	0.491	56.349	53.678	2.670	8	0.462	3.222	4.561	-148764.199		121.065	189	3.147	695994837674830784	695994657172950068	283	
1	C8H8O	[M + H3N + H]+	C8H12NO+	1.000	0.333	80.533	77.822	2.711	8	0.072	0.201	3.418	0.794		138.091	189	3.154	695994822491449390	695994657198115896	284	
1	C16H20O7	[M + H3N + H]+	C16H24NO7+	0.922	0.285	49.539	46.641	2.898	12	0.469	3.125	3.309	-0.142		342.155	189	3.154	695994825658149066	695994657223281724	285	
1	C16H16N3O6	[M + H3N + H]+	C16H20N4O6+	0.817	0.273	46.403	43.369	3.035	20	0.579	-0.983	3.026	-3.037		364.137	189	3.154	695994836705946486	695994657261030464	286	
1	C14H19N7O5S	[M - H2O + H]+	C14H18N7O4S+	0.477	0.322	28.234	26.381	1.853	16	0.365	-2.098	3.902	-47389.944		380.111	189	3.154	695994848835874258	695994657298779204	287	
1	C11H24N2O4	[M - H2O + H]+	C11H23N2O3+	1.000	0.333	79.396	76.497	2.899	16	0.596	2.730	2.886	-77909.198		231.171	189	3.155	695994852023545519	695994657323945032	288	
1	C8H13N2O2S	[M - H2O + H]+	C8H12N2OS+	0.892	0.102	0.904	0.904	0.000	2	0.111	4.295	4.295	-97844.065		184.067	190	3.159	695994864392548760	695994657353305164	289	
1	C33H58FN3O	[M + H3N + H]+	C33H62FN4O+	0.335	0.333	67.492	64.566	2.926	23	0.508	-0.758	3.601	-4.617		549.488	190	3.163	695994863314612522	695994657378470992	290	
1	C11H22N2O4	[M - H2O + H]+	C11H21N2O3+	1.000	0.332	73.909	71.126	2.783	13	0.565	1.621	5.267	-78594.159		229.155	190	3.165	695994812425118949	695994657403636820	291	
1	C24H26O12	[M + H3N + H]+	C24H30NO12+	0.988	0.310	34.161	30.621	3.541	22	0.597	1.055	1.820	0.760		524.177	190	3.166	695994967241081547	695994657432996952	292	
1	C13H18O4S	[M + H3N + H]+	C13H22NO4S+	0.800	0.333	75.925	72.310	3.615	22	0.727	1.441	3.823	0.675		288.127	190	3.167	695994835477015265	695994657466551388	293	
1	C6H14ClNO3	[M + H]+	C6H15ClNO3+	0.991	0.468	43.879	43.879	0.000	10	0.361	1.710	2.772	-0.203		184.073	191	3.175	695994842766716094	695994657533660260	295	
1	C5H6N4O2	[M - H2O + H]+	C5H5N4O+	1.000	0.333	54.712	52.165	2.547	8	0.444	2.024	2.652	-131417.884		137.046	191	3.185	695994824127228037	695994657504300128	294	
1	C18H24O12	[M + Na]+	C18H24NaO12+	1.000	0.999	57.578	51.924	5.653	34	0.755	-0.835	1.607	0.512		455.116	192	3.198	695994925847493762	695994657604963432	296	
1	C17H18F6N4O4S	[M - H2O + H]+	C17H17F6N4O3S+	0.877	0.270	76.690	73.644	3.046	34	0.616	0.267	2.164	-38234.910		471.090	192	3.198	695995042763722032	695994657642712172	297	
1	C19H20N4O8	[M + H3N + H]+	C19H24N5O8+	0.437	0.329	79.102	71.217	7.885	22	0.923	1.527	1.786	-1.398		450.161	193	3.213	695994825024809132	695994657739181168	298	
1	C10H10O5	[M - H2O + H]+	C10H9O4+	1.000	0.500	104.055	101.627	2.428	15	0.620	2.100	2.826	-93291.844		193.050	193	3.214	695994818175510198	695994657806290040	300	
1	C5H11NO3P	[M - H2O + H]+	C5H10NO2P+	0.701	0.000	58.626	58.626	0.000	15	0.664	2.625	4.578	-122483.168		147.044	193	3.214	695994820415268705	695994657776929908	299	
1	C4H12N6O5Si	[M - H2O + H]+	C4H11N6O4Si+	0.305	0.315	111.052	111.052	0.000	27	0.716	-6.722	6.722	-76622.403		235.060	193	3.214	695994836261350219	695994657844038780	301	
1	C6H15BFNO7Si	[M - H2O + H]+	C6H14BFNO6Si+	0.346	0.332	140.192	140.192	0.000	38	0.694	3.959	4.789	-71163.282		253.071	193	3.214	695994838106844189	695994657873398912	302	
1	C11H14BF3N4O8	[M + H3N + H]+	C11H18BF3N5O8+	0.839	0.235	106.167	106.167	0.000	42	0.726	-0.161	2.472	0.661		415.123	193	3.214	695994870210048600	695994657906953348	303	
1	C8H8O2	[M - H2O + H]+	C8H7O+	0.946	0.500	51.290	48.471	2.819	5	0.247	-4.575	4.784	-151283.630		119.049	193	3.214	695994856414981981	695994657940507784	304	
1	C5H9ClN2O	[M + H3N + H]+	C5H13ClN3O+	1.000	0.333	116.496	116.496	0.000	19	0.290	-2.619	4.360	-8.949		166.073	193	3.223	695994818024515184	695994657969867916	305	
1	C7H17NO3	[M - H2O + H]+	C7H16NO2+	1.000	0.333	90.286	87.948	2.338	12	0.576	2.048	2.497	-123258.443		146.118	194	3.233	695994818007737963	695994658003422352	306	
1	C11H26N5O3S	[M + H3N + H]+	C11H30N6O3S+	0.718	0.238	96.002	96.002	0.000	29	0.613	0.051	2.938	-4.388		326.208	194	3.240	695994829252667811	695994658036976788	307	
1	C9H12O4	[M + H3N + H]+	C9H16NO4+	0.723	0.333	100.908	98.941	1.967	20	0.561	0.864	3.195	1.314		202.108	195	3.242	695994824924145820	695994658070531224	308	
1	C8H16N2O5	[M - H2O + H]+	C8H15N2O4+	1.000	0.333	108.996	108.996	0.000	16	0.697	2.617	2.672	-88674.980		203.103	196	3.266	695994847950876061	695994658158611616	310	
1	C6H6N3O3	[M + H3N + H]+	C6H10N4O3+	1.000	0.333	65.653	65.653	0.000	10	0.193	4.665	5.699	9.289		186.076	196	3.267	695994871413813893	695994658095697052	309	
1	C13H13N3O2	[M + H3N + H]+	C13H17N4O2+	0.829	0.022	96.113	95.138	0.975	11	0.223	-1.627	3.925	-3.761		261.134	196	3.272	695994817814799951	695994658213137572	311	
1	C13H18O4S	[M + H3N + H]+	C13H22NO4S+	0.873	0.333	87.895	87.895	0.000	22	0.699	0.206	3.684	1.299		288.127	197	3.276	695994835145665203	695994658246692008	312	
1	C5H7BF2N2O4	[M + H3N + H]+	C5H11BF2N3O4+	0.738	0.001	82.827	82.827	0.000	17	0.320	-0.198	3.173	3.373		225.085	197	3.276	695994819899369258	695994658313800876	313	
1	C4H7NO2	[M - H2O + H]+	C4H6NO+	1.000	0.309	8.055	8.055	0.000	2	0.007	4.850	4.850	-214294.340		84.045	197	3.276	695994834696874670	695994658376715440	314	
1	C5H9NO4	[M - H2O + H]+	C5H8NO3+	1.000	0.333	46.540	44.110	2.430	4	0.688	2.306	2.306	-138486.698		130.050	197	3.285	695994818133567140	695994658418658484	315	
1	C8H9BClN5O3	[M + H3N + H]+	C8H13BClN6O3+	0.836	0.235	89.818	89.818	0.000	34	0.600	-0.973	3.100	-0.225		286.086	197	3.285	695994859355189286	695994658456407224	316	
1	C13H20BNO5	[M - H2O + H]+	C13H19BNO4+	0.821	0.330	81.992	81.992	0.000	15	0.512	1.243	2.722	-68446.803		263.143	197	3.287	695994828548024702	695994658485767356	317	
1	C7H7N3O	[M + H3N + H]+	C7H11N4O+	0.999	0.333	79.470	77.071	2.399	12	0.466	0.126	3.409	3.487		167.093	198	3.294	695994838232673329	695994658519321792	318	
1	C11H16N2O7	[M - H2O + H]+	C11H15N2O6+	1.000	0.333	107.326	107.326	0.000	20	0.570	3.582	3.582	-66435.535		271.093	198	3.299	695994817697359417	695994658548681924	319	
1	C16H28O10	[M + H3N + H]+	C16H32NO10+	0.997	0.207	181.288	176.629	4.660	41	0.768	2.182	3.337	0.420		398.202	198	3.300	695994833417611885	695994658590624968	320	
1	C16H28O10	[M + Na]+	C16H28NaO10+	0.995	0.995	47.735	45.566	2.170	17	0.566	-0.672	4.030	0.923		403.158	198	3.300	695994868985311814	695994658619985100	321	
1	C17H28N2O7S2	[M - H2O + H]+	C17H27N2O6S2+	1.000	0.333	132.625	132.625	0.000	39	0.456	1.170	1.969	-42968.930		419.131	198	3.300	695994929966300467	695994658649345232	322	
1	C12H13N3O2	[M + H3N + H]+	C12H17N4O2+	0.285	0.279	46.972	45.652	1.319	11	0.155	-0.998	2.448	-4.464		249.133	198	3.301	695994861842411713	695994658678705364	323	
1	C10H13F2N3O2S	[M + H3N + H]+	C10H17F2N4O2S+	0.999	0.328	69.482	66.863	2.619	23	0.555	1.008	3.527	-1.659		295.103	199	3.315	695994846411566441	695994658708065496	324	
1	C18H22ClF3N2O5	[M - H2O + H]+	C18H21ClF3N2O4+	0.999	0.310	46.419	46.419	0.000	19	0.389	1.841	3.186	-42773.043		421.112	201	3.345	695994864207999353	695994658741619932	325	
1	C15H26O11	[M + H3N + H]+	C15H30NO11+	1.000	0.330	108.909	104.512	4.397	23	0.663	1.802	3.395	1.506		400.182	201	3.345	695994851297930863	695994658770980064	326	
1	C16H21F3N4O6	[M - H2O + H]+	C16H20F3N4O5+	0.989	0.329	36.521	31.131	5.389	28	0.736	0.077	2.552	-44456.026		405.138	201	3.345	695994862811295969	695994658800340196	327	
1	C4H7N3O2	[M - H2O + H]+	C4H6N3O+	1.000	0.332	10.243	10.243	0.000	2	0.289	1.417	1.417	-160734.511		112.051	202	3.369	695994855827779390	695994658829700328	328	
1	C17H24N4O6	[M + Na]+	C17H24N4NaO6+	0.900	0.898	51.276	49.176	2.101	28	0.700	1.387	3.016	-2.468		403.158	202	3.372	695994880901329878	695994658854866156	329	
1	C19H27N3O4	[M + H3N + H]+	C19H31N4O4+	0.809	0.333	64.001	61.520	2.480	20	0.762	2.074	2.376	0.180		379.234	203	3.381	695994874844754699	695994658880031984	330	
1	C14H22N2O4	[M - H2O + H]+	C14H21N2O3+	0.665	0.265	48.699	46.097	2.601	11	0.419	-1.763	3.530	-67923.900		265.155	203	3.387	695994863192977679	695994658909392116	331	
1	C8H13ClNO5	[M + H]+	C8H14ClNO5+	0.537	0.328	67.220	67.220	0.000	11	0.456	0.749	1.759	-0.655		239.055	205	3.413	695994838341725255	695994658947140856	332	
1	C19H17F3N2O3	[M + Na]+	C19H17F3N2NaO3+	0.995	0.997	95.563	92.329	3.234	39	0.730	-0.751	2.816	-0.668		401.108	205	3.414	695994899591149578	695994658980695292	333	
1	C15H22N4O9	[M + K]+	C15H22KN4O9+	0.926	0.922	57.728	57.728	0.000	31	0.703	-0.791	2.854	-1.035		441.101	205	3.416	695994873464828619	695994659056192772	335	
1	C18H18N4O8	[M + H3N + H]+	C18H22N5O8+	0.474	0.333	83.343	78.062	5.281	31	0.919	1.330	2.474	-1.626		436.146	205	3.416	695994876010771252	695994659014249728	334	
1	C19H22N4O6	[M + H3N + H]+	C19H26N5O6+	0.607	0.333	94.209	90.543	3.666	25	0.656	0.880	2.720	-1.047		420.187	205	3.425	695994896248289110	695994659102330120	336	
1	C9H14N4O5	[M + K]+	C9H14KN4O5+	0.970	1.000	75.369	75.369	0.000	14	0.437	1.034	2.606	-3.661		297.058	206	3.434	695994851251793495	695994659148467468	337	
1	C7H13NO4	[M - H2O + H]+	C7H12NO3+	1.000	0.333	69.964	67.523	2.441	9	0.352	1.608	5.545	-113929.353		158.082	208	3.474	695994823930095703	695994659190410512	338	
1	C8H12O4S	[M + H3N + H]+	C8H16NO4S+	0.821	0.333	70.686	68.159	2.527	21	0.854	1.345	2.226	1.056		222.080	209	3.476	695994836089383726	695994659228159252	339	
1	C8H15NO4S	[M + Na]+	C8H15NNaO4S+	0.897	0.997	64.308	61.536	2.773	19	0.472	-0.509	3.488	2.173		244.062	209	3.478	695994849989307875	695994659265907992	340	
1	C5H2N4O	[M + H3N + H]+	C5H6N5O+	0.460	0.287	6.228	6.228	0.000	0	0.000	2.813	2.813	2.787		152.057	209	3.485	695994837913906175	695994659295268124	341	
1	C4H9N3O2	[M - H2O + H]+	C4H8N3O+	0.343	0.333	13.511	13.511	0.000	3	0.003	-0.137	2.778	-157893.079		114.066	210	3.499	695994850916249168	695994659324628256	342	
1	C6H14ClNO3	[M + H]+	C6H15ClNO3+	0.978	0.049	38.347	38.347	0.000	8	0.358	0.625	2.279	-0.584		184.073	210	3.502	695994812194432210	695994659358182692	343	
1	C10H8O5	[M + H3N + H]+	C10H12NO5+	0.893	0.333	33.219	30.345	2.874	3	0.889	1.903	1.903	1.111		226.071	210	3.508	695994812915852579	695994659395931432	344	
1	C8H14BF2N5O4	[M - H2O + H]+	C8H13BF2N5O3+	0.514	0.333	75.993	75.993	0.000	39	0.826	-1.424	3.042	-65469.760		275.110	211	3.509	695994825813338337	695994659425291564	345	
1	C6H4N4	[M + H3N + H]+	C6H8N5+	0.974	0.087	68.981	66.868	2.113	10	0.307	0.003	2.966	1.988		150.078	211	3.510	695994810357326992	695994659463040304	346	
1	C7H6O3	[M - H2O + H]+	C7H5O2+	1.000	0.495	24.404	22.279	2.124	2	0.252	4.653	4.653	-148809.725		121.029	211	3.512	695994816388736496	695994659496594740	347	
1	C11H12N4O4S	[M + H3N + H]+	C11H16N5O4S+	0.644	0.333	46.232	40.565	5.667	18	0.761	2.340	3.546	0.919		314.092	211	3.514	695994830573873596	695994659538537784	348	
1	C12H16N2O3	[M + H3N + H]+	C12H20N3O3+	1.000	0.333	45.778	43.262	2.516	13	0.729	2.635	4.210	1.779		254.150	212	3.529	695994813628884327	695994659572092220	349	
1	C8H15NO5	[M - H2O + H]+	C8H14NO4+	1.000	0.333	84.213	81.630	2.582	21	0.793	2.156	3.400	-95751.498		188.092	213	3.547	695994814480328084	695994659609840960	350	
1	C16H17F3N4O6	[M + Na]+	C16H17F3N4NaO6+	1.000	1.000	81.404	78.396	3.009	33	0.792	-0.501	2.655	3.447		441.101	213	3.548	695994946798043236	695994659639201092	351	
1	C2H5FN2O2	[M + H3N + H]+	C2H9FN3O2+	0.708	0.458	57.928	57.928	0.000	10	0.210	-2.087	5.726	-5.959		126.067	214	3.567	695994879395574639	695994659668561224	352	
1	C7H11FO6	[M - H2O + H]+	C7H10FO5+	0.989	0.500	108.337	107.694	0.642	19	0.553	-1.557	3.822	-93298.501		193.050	214	3.568	695994831853136417	695994659693727052	353	
1	C23H23FN4O5S	[M + Na]+	C23H23FN4NaO5S+	1.000	1.000	52.142	52.142	0.000	38	0.739	1.793	3.337	0.609		509.127	214	3.570	695995060572737322	695994659718892880	354	
1	C12H26N4O4	[M - H2O + H]+	C12H25N4O3+	0.757	0.333	53.684	53.684	0.000	19	0.564	1.795	2.219	-65925.110		273.192	216	3.599	695994859988529270	695994659744058708	355	
1	C7H17NO3	[M - H2O + H]+	C7H16NO2+	1.000	0.333	53.098	53.098	0.000	7	0.678	2.246	2.426	-123257.866		146.118	218	3.627	695994807811384289	695994659777613144	356	
1	C7H6O3	[M - H2O + H]+	C7H5O2+	1.000	0.127	4.375	4.375	0.000	0	0.000	2.447	2.447	-148810.769		121.029	218	3.632	695994808650245177	695994659806973276	357	
1	C9H9N3O7	[M + H3N + H]+	C9H13N4O7+	0.999	0.303	80.229	80.229	0.000	21	0.386	-2.664	3.699	7.316		289.080	218	3.641	695994826006276346	695994659874082148	359	
1	C12H11NO5	[M + H3N + H]+	C12H15N2O5+	1.000	0.333	56.612	54.862	1.750	12	0.365	2.521	3.991	1.093		267.098	218	3.641	695994861766914219	695994659840527712	358	
1	C10H15FN2O4	[M - H2O + H]+	C10H14FN2O3+	0.999	0.004	77.148	77.148	0.000	12	0.567	0.608	1.685	-78617.961		229.098	219	3.647	695994839394495602	695994659899247976	360	
1	C8H13N2O2S	[M - H2O + H]+	C8H12N2OS+	0.997	0.333	3.694	3.694	0.000	3	0.084	1.996	2.174	-97844.244		184.067	219	3.649	695994826933217617	695994659932802412	361	
1	C18H17NO5	[M + H3N + H]+	C18H21N2O5+	1.000	0.324	93.353	89.677	3.676	25	0.605	0.410	3.373	0.208		345.145	220	3.661	695994851784470151	695994659953773936	362	
1	C11H22N2O4	[M - H2O + H]+	C11H21N2O3+	1.000	0.333	132.777	130.304	2.473	25	0.712	3.352	3.514	-78593.829		229.155	220	3.672	695994848273837483	695994659983134068	363	
1	C5H11NO3	[M - H2O + H]+	C5H10NO2+	1.000	0.333	18.277	18.277	0.000	3	0.352	1.265	2.376	-155166.007		116.071	220	3.673	695994815524709798	695994660012494200	364	
1	C12H26N2O4	[M - H2O + H]+	C12H25N2O3+	0.999	0.333	61.093	61.093	0.000	19	0.748	2.131	2.321	-73454.645		245.186	220	3.673	695994862584803541	695994660033465724	365	
1	C12H13N4O2	[M + H3N + H]+	C12H17N5O2+	0.999	0.012	49.286	47.000	2.286	16	0.616	1.453	2.661	6.817		263.139	221	3.683	695994819161171718	695994660062825856	366	
1	C40H72FN5O7	[M - H2O + H]+	C40H71FN5O6+	0.874	0.324	28.107	28.107	0.000	15	0.577	-1.478	1.852	-24454.855		736.537	221	3.686	695994857992040373	695994660092185988	367	
1	C42H45N3O12	[M + K]+	C42H45KN3O12+	0.779	0.741	34.254	33.244	1.010	23	0.786	0.733	2.121	4.218		822.267	221	3.689	695994889252189527	695994660125740424	368	
1	C18H30N6O5	[M - H2O + H]+	C18H29N6O4+	0.472	0.333	117.531	114.317	3.214	36	0.801	0.090	2.833	-45805.385		393.223	221	3.691	695994865059443115	695994660167683468	369	
1	C19H23N5O4	[M + H3N + H]+	C19H27N6O4+	0.992	0.332	53.412	50.145	3.267	15	0.585	0.094	1.944	-2.083		403.208	222	3.698	695994858910593005	695994660201237904	370	
1	C14H19N7O7	[M - H2O + H]+	C14H18N7O6+	0.804	0.198	30.054	25.983	4.070	25	0.656	-1.057	1.933	-47378.935		380.132	222	3.699	695994883967366220	695994660255763860	371	
1	C17H19F2N4O4S	[M - H2O + H]+	C17H18F2N4O3S+	1.000	0.024	71.660	66.722	4.939	27	0.539	-0.702	2.437	-45470.161		396.106	222	3.700	695994831718918673	695994660289318296	372	
1	C17H16N4O4	[M + H3N + H]+	C17H20N5O4+	0.962	0.284	64.696	61.437	3.259	16	0.513	1.973	2.434	-2.514		358.150	222	3.700	695994863494967609	695994660335455644	373	
1	C32H43NO16	[M + H3N + H]+	C32H47N2O16+	0.999	0.172	26.515	20.242	6.272	3	0.801	0.374	2.002	0.168		715.292	222	3.701	695994854175223513	695994660369010080	374	
1	C27H43N3O11	[M + H]+	C27H44N3O11+	0.449	0.314	37.592	33.871	3.721	8	0.858	0.599	3.015	-0.197		586.297	222	3.702	695994847191707009	695994660415147428	375	
1	C8H8O2	[M + H3N + H]+	C8H12NO2+	1.000	0.333	114.620	112.074	2.546	11	0.236	2.787	4.828	2.044		154.087	222	3.703	695994848332557755	695994660452896168	376	
1	C10H10O3	[M + H3N + H]+	C10H14NO3+	1.000	0.333	78.627	74.456	4.172	6	0.369	1.979	1.979	3.061		196.097	222	3.703	695994839465798796	695994660507422124	377	
1	C26H37N5O14	[M - H2O + H]+	C26H36N5O13+	0.180	0.035	13.585	8.123	5.461	2	0.844	0.476	0.476	-28760.141		626.231	223	3.717	695994884894307430	695994660553559472	378	
1	C11H18O5	[M + H3N + H]+	C11H22NO5+	0.607	0.333	54.529	51.940	2.588	18	0.696	0.884	3.560	1.575		248.150	224	3.734	695994844364746002	695994660599696820	379	
1	C5H6N4O2	[M - H2O + H]+	C5H5N4O+	1.000	0.333	72.550	68.216	4.333	12	0.738	6.233	6.233	-131415.159		137.046	224	3.737	695994821052803005	695994660645834168	380	
1	C10H12N4O5	[M + H]+	C10H13N4O5+	1.000	0.305	43.379	38.976	4.403	7	0.891	2.743	3.117	1.130		269.088	224	3.738	695994844373134632	695994660700360124	381	
1	C20H24N8O10	[M + H]+	C20H25N8O10+	0.536	0.313	20.097	15.035	5.061	2	0.866	0.810	0.810	0.958		537.169	224	3.739	695994823967844452	695994660754886080	382	
1	C27H32F2N4O4	[M - H2O + H]+	C27H31F2N4O3+	0.509	0.333	39.577	36.307	3.270	13	0.879	4.766	4.766	-36220.732		497.236	224	3.740	695994850886889018	695994660847160776	384	
1	C10H15NO9P	[M - H2O + H]+	C10H14NO8P+	0.511	0.257	22.770	22.770	0.000	8	0.608	1.853	3.416	-58661.498		307.044	225	3.743	695994836525591393	695994660796829124	383	
1	C22H34Cl2N4O5S	[M + Na]+	C22H34Cl2N4NaO5S+	0.735	0.009	38.700	38.700	0.000	25	0.871	0.102	1.980	-1.676		559.151	225	3.744	695995008114575639	695994660897492428	385	
1	C10H6F3N3O3	[M + H3N + H]+	C10H10F3N4O3+	0.988	0.329	56.060	54.067	1.994	18	0.639	-2.643	3.739	0.786		291.070	225	3.755	695994844234722554	695994660956212688	386	
1	C21H40O4	[M - H2O + H]+	C21H39O3+	0.826	0.500	160.023	157.569	2.455	22	0.490	2.395	4.880	-53081.029		339.290	228	3.794	695994883858314299	695994660998155732	387	
1	C9H12N2O5	[M - H2O + H]+	C9H11N2O4+	1.000	0.330	30.376	30.376	0.000	5	0.407	0.441	2.753	-85328.936		211.071	228	3.795	695994858969313287	695994661027515864	388	
1	C11H16N4O3	[M - H2O + H]+	C11H15N4O2+	0.999	0.333	120.861	117.907	2.953	25	0.702	2.587	3.899	-76599.922		235.119	230	3.830	695994859883671642	695994661061070300	389	
1	C19H38O3	[M + Na]+	C19H38NaO3+	1.000	1.000	189.108	189.108	0.000	31	0.574	6.698	6.698	7.603		337.274	230	3.834	695994857455169443	695994661090430432	390	
1	C7H8N2O	[M + H3N + H]+	C7H12N3O+	1.000	0.333	77.083	75.045	2.038	9	0.279	1.956	2.743	1.308		154.098	230	3.834	695994863671128400	695994661123984868	391	
1	C7H6N2	[M + H3N + H]+	C7H10N3+	1.000	0.333	21.009	21.009	0.000	1	0.167	2.203	2.203	2.250		136.087	230	3.835	695994825456822462	695994661157539304	392	
1	C5H8N2O	[M - H2O + H]+	C5H7N2+	1.000	0.098	0.932	0.932	0.000	0	0.000	1.729	1.729	-189461.600		95.061	230	3.835	695994835787393829	695994661178510828	393	
1	C4H9BFN3O4S	[M + H3N + H]+	C4H13BFN4O4S+	0.440	0.292	79.121	79.121	0.000	27	0.475	3.147	4.290	3.914		242.077	231	3.853	695994837091822479	695994661203676656	394	
1	C22H20N2O6	[M + H3N + H]+	C22H24N3O6+	0.985	0.020	27.567	26.147	1.421	22	0.556	1.017	3.166	0.254		426.166	231	3.853	695994879429129091	695994661224648180	395	
1	C9H11N3O5	[M + H3N + H]+	C9H15N4O5+	1.000	0.333	65.469	65.469	0.000	19	0.489	2.170	2.435	1.868		259.104	231	3.854	695994857123819383	695994661304339968	398	
1	C4H5N3O2	[M - H2O + H]+	C4H4N3O+	1.000	0.333	21.201	20.617	0.584	3	0.055	3.332	3.332	-163675.608		110.035	231	3.854	695994812697748729	695994661249814008	396	
1	C4H3N3O	[M + H3N + H]+	C4H7N4O+	1.000	0.333	40.811	38.850	1.961	3	0.043	1.345	1.345	3.091		127.062	231	3.854	695994831500814821	695994661274979836	397	
1	C8H17NO4	[M - H2O + H]+	C8H16NO3+	1.000	0.333	54.863	54.863	0.000	10	0.285	2.016	4.368	-103440.607		174.113	232	3.864	695994817319872024	695994661329505796	399	
1	C14H34BN2O3	[M + Na]+	C14H34BN2NaO3+	1.000	0.998	105.311	105.311	0.000	30	0.615	5.134	5.134	-1.287		311.259	233	3.887	695994821312849922	695994661354671624	400	
1	C7H13N3O	[M + H3N + H]+	C7H17N4O+	0.999	0.333	66.545	66.545	0.000	12	0.428	3.340	3.662	1.285		173.140	234	3.892	695994835963554602	695994661379837452	401	
1	C5HN3O2	[M + H3N + H]+	C5H5N4O2+	0.973	0.332	6.969	6.969	0.000	0	0.000	1.256	1.256	2.275		153.041	234	3.895	695994837943266319	695994661405003280	402	
1	C24H28N8O9	[M + K]+	C24H28KN8O9+	0.965	0.962	41.496	41.496	0.000	21	0.849	1.615	1.615	0.012		611.161	235	3.920	695994892674741766	695994661430169108	403	
1	C14H21F6N5O3	[M - H2O + H]+	C14H20F6N5O2+	0.361	0.324	68.274	66.139	2.135	39	0.804	-2.727	3.201	-44560.063		404.153	236	3.931	695994850706533924	695994661455334936	404	
1	C5H16FN5O2	[M + Na]+	C5H16FN5NaO2+	0.994	0.992	126.281	126.100	0.181	36	0.708	2.368	3.094	0.347		220.118	236	3.934	695994834340358807	695994661488889372	405	
1	C17H28N2O6	[M + H3N + H]+	C17H32N3O6+	0.493	0.326	64.968	61.709	3.259	17	0.685	0.425	3.833	1.544		374.229	237	3.948	695994874916057889	695994661522443808	406	
1	C9H8N4O3	[M + H3N + H]+	C9H12N5O3+	0.999	0.333	153.476	150.801	2.675	24	0.602	-1.933	3.253	3.546		238.094	237	3.957	695994837477698470	695994661551803940	407	
1	C10H12FNO3	[M + H3N + H]+	C10H16FN2O3+	0.793	0.333	90.709	90.709	0.000	22	0.659	-5.001	5.271	-3.795		231.113	238	3.965	695994878741263194	695994661585358376	408	
1	C11H8	[M + H3N + H]+	C11H12N+	0.951	0.321	66.735	64.369	2.366	8	0.398	-2.027	3.434	1.608		158.097	238	3.966	695994809883370593	695994661610524204	409	
1	C10H14FNO4	[M - H2O + H]+	C10H13FNO3+	0.344	0.333	90.795	90.795	0.000	19	0.655	-1.705	5.483	-84132.314		214.086	238	3.966	695994820050364228	695994661635690032	410	
1	C20H31N5O8	[M + Na]+	C20H31N5NaO8+	0.966	0.951	41.235	38.427	2.808	19	0.835	1.237	2.186	2.695		492.208	238	3.968	695994845342018901	695994661660855860	411	
