formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C5H13NO4	[M - H2O + H]+	C5H12NO3+	1.000	0.333	52.580	50.309	2.271	6	0.699	2.329	4.549	-134323.037		134.082	283	4.719	695994952472936875	695994666324922476	553	
1	C12H22N2O4	[M - H2O + H]+	C12H21N2O3+	1.000	0.332	81.480	78.599	2.881	18	0.375	2.138	3.714	-74683.049		241.155	284	4.734	695994889537402220	695994666404614256	554	
1	C12H20N6O7S	[M + Na]+	C12H20N6NaO7S+	1.000	1.000	82.611	78.044	4.567	40	0.660	2.330	3.825	0.895		415.101	284	4.738	695994947179724936	695994666530443380	555	
1	C4H8O4	[M - H2O + H]+	C4H7O3+	1.000	0.500	12.864	12.864	0.000	1	0.179	1.360	1.828	-174790.588		103.039	286	4.760	695994895338125104	695994666769518720	558	
1	C8H16F2NO	[M - H2O + H]+	C8H15F2N+	0.998	0.333	8.943	8.943	0.000	5	0.105	1.929	4.306	-110420.088		163.116	286	4.760	695994888740484430	695994666572386424	556	
1	C7H17NO4	[M - H2O + H]+	C7H16NO3+	1.000	0.333	69.676	65.437	4.238	11	0.795	3.686	3.991	-111094.463		162.113	286	4.767	695994900237072421	695994666714992764	557	
1	C6H14ClNO5	[M - H2O + H]+	C6H13ClNO4+	0.794	0.116	4.368	4.368	0.000	2	0.010	3.334	3.334	-90937.593		198.053	287	4.789	695994917320473346	695994666794684548	559	
1	C14H26N2O6	[M + K]+	C14H26KN2O6+	1.000	0.764	26.542	26.542	0.000	5	0.691	3.165	3.165	0.995		357.143	288	4.794	695994897187813251	695994666849210508	561	
1	C14H26N2O6	[M + Na]+	C14H26N2NaO6+	0.983	0.165	23.230	23.230	0.000	4	0.687	3.300	3.300	0.902		341.169	288	4.794	695994919467957094	695994666828238984	560	
1	C14H26N2O6	[M + H]+	C14H27N2O6+	0.969	0.333	24.499	22.200	2.299	3	0.810	1.890	2.660	0.868		319.187	288	4.799	695994910328568182	695994666886959248	562	
1	C4H11NO2	[M - H2O + H]+	C4H10NO+	1.000	0.333	9.545	9.545	0.000	1	0.630	5.366	5.366	-204485.730		88.076	288	4.802	695994895455565640	695994666928902292	563	
1	C15H18F4N4O3S	[M - H2O + H]+	C15H17F4N4O2S+	0.362	0.330	88.826	86.340	2.485	39	0.828	3.216	3.373	-45816.068		393.101	288	4.803	695994954263904749	695994666970845336	564	
1	C7H10O3	[M + H3N + H]+	C7H14NO3+	0.651	0.333	118.303	116.606	1.697	29	0.927	3.463	3.756	3.125		160.097	288	4.803	695994946009514056	695994667021176988	565	
1	C17H14N4O7	[M + Na]+	C17H14N4NaO7+	0.908	0.999	83.621	80.508	3.114	27	0.738	0.276	1.753	-1.197		409.075	288	4.805	695994971125007164	695994667063120032	566	
1	C6H13NO3	[M - H2O + H]+	C6H12NO2+	1.000	0.333	87.073	85.019	2.054	12	0.733	1.898	6.785	-138448.974		130.086	289	4.813	695994949092327751	695994667092480164	567	
1	C4H11NO	[M - H2O + H]+	C4H10N+	1.000	0.333	0.855	0.855	0.000	0	0.000	4.721	4.721	-249862.522		72.081	289	4.820	695994891139626453	695994667126034600	568	
1	C6H13N3O3	[M - H2O + H]+	C6H12N3O2+	1.000	0.333	154.708	154.708	0.000	24	0.637	2.513	4.237	-113920.999		158.093	290	4.838	695994919224687424	695994667167977644	569	
1	C14H24N4O5S	[M + K]+	C14H24KN4O5S+	0.547	0.385	57.929	57.929	0.000	37	0.820	-0.475	2.236	1.706		399.111	295	4.911	695994956000346653	695994667209920688	570	
1	C5H11NO3	[M - H2O + H]+	C5H10NO2+	1.000	0.333	23.143	20.906	2.237	3	0.899	5.602	5.602	-155164.813		116.071	295	4.912	695994919723809663	695994667251863732	571	
1	C4H9NO	[M - H2O + H]+	C4H8N+	1.000	0.333	2.747	0.871	1.876	0	0.000	4.343	4.343	-257048.807		70.065	295	4.913	695994955845157401	695994667285418168	572	
1	C23H33N3O6	[M + Na]+	C23H33N3NaO6+	1.000	1.000	38.643	36.108	2.534	12	0.714	-1.300	3.322	-3.097	PC(6:1_O-7:2)	470.225	296	4.930	695994916401920687	695994667310583996	573	
1	C21H31NO14	[M + H3N + H]+	C21H35N2O14+	0.765	0.000	75.423	72.012	3.411	30	0.619	1.056	2.604	0.853		539.209	296	4.936	695995036619066460	695994667331555520	574	
1	C7H16ClF2N5O4S	[M - H2O + H]+	C7H15ClF2N5O3S+	0.988	0.233	51.165	51.165	0.000	28	0.702	1.563	2.445	-55921.906		322.055	297	4.947	695994947594961075	695994667402858696	576	
1	C7H9N2O3	[M - H2O + H]+	C7H8N2O2+	0.971	0.002	0.097	0.097	0.000	2	0.220	1.867	5.314	-118452.392		152.057	297	4.948	695994940984737573	695994667356721348	575	
1	C6H8N2O2	[M - H2O + H]+	C6H7N2O+	0.791	0.333	20.515	18.122	2.393	3	0.070	-2.276	4.120	-146359.136		123.056	297	4.956	695994934064135711	695994667432218828	577	
1	C10H24N2O6S	[M - H2O + H]+	C10H23N2O5S+	0.520	0.291	41.284	41.284	0.000	17	0.831	1.015	1.745	-63610.872		283.132	298	4.973	695994911020628397	695994667486744784	578	
1	C9H10N2O3	[M + H3N + H]+	C9H14N3O3+	0.999	0.333	59.941	59.792	0.149	12	0.822	-0.773	4.627	1.378		212.103	300	4.998	695994923897142314	695994667524493524	579	
1	C17H24N4O9	[M + K]+	C17H24KN4O9+	0.329	0.323	27.899	27.899	0.000	22	0.575	2.003	2.788	-2.947		467.116	302	5.026	695994949188796749	695994667574825180	581	
1	C6H15NO3Se	[M - H2O + H]+	C6H14NO2Se+	1.000	0.326	22.202	22.202	0.000	4	0.157	4.443	4.443	-87415.602		206.025	302	5.027	695994941265755968	695994667549659352	580	
1	C12H17F3N4O5S	[M + Na]+	C12H17F3N4NaO5S+	0.999	0.998	64.024	61.176	2.848	26	0.449	-0.511	3.028	-3.633		409.075	303	5.042	695994969958990596	695994667604185312	582	
1	C6H14ClNO5	[M - H2O + H]+	C6H13ClNO4+	0.842	0.004	30.431	30.431	0.000	7	0.137	1.830	2.091	-90936.904		198.053	303	5.050	695994914522872401	695994667625156836	583	
1	C2H3BrClFO4	[M - H2O + H]+	C2H2BrClFO3+	0.647	0.003	8.008	8.008	0.000	1	0.298	3.575	3.575	-87052.630		206.886	306	5.097	695994910496340364	695994667658711272	584	
1	C2H2BrFO	[M - H2O + H]+	C2HBrF+	0.636	0.144	-1.613	-1.613	0.000	0	0.000	6.843	6.843	-146510.002		122.925	306	5.104	695994912937425395	695994667683877100	585	
1	C5H4Br2F2O3	[M - H2O + H]+	C5H3Br2F2O2+	0.467	0.378	7.548	7.548	0.000	2	0.895	2.925	3.284	-61919.863		290.848	306	5.104	695994935045602914	695994667709042928	586	
1	C8H6BrCl6FO3	[M + H]+	C8H7BrCl6FO3+	0.740	0.407	9.727	9.727	0.000	3	0.771	3.232	3.232	2.775		458.770	307	5.111	695994928859004168	695994667746791668	587	
1	C9H8BrCl6FO5	[M + K]+	C9H8BrCl6FKO5+	1.000	1.000	15.919	15.919	0.000	5	0.837	2.334	2.334	2.620		542.732	307	5.111	695994942947671937	695994667771957496	588	
1	C14H18N4O8	[M + H3N + H]+	C14H22N5O8+	0.822	0.325	132.436	127.014	5.423	41	0.893	2.202	3.040	-3.295		388.145	310	5.170	695994915776969331	695994667826483452	589	
1	C16H19FN4O5S	[M + K]+	C16H19FKN4O5S+	0.669	0.430	18.992	12.621	6.371	9	0.187	-0.179	2.228	1.608		437.070	310	5.171	695994905089882327	695994667860037888	590	
1	C14H18N4O8	[M + K]+	C14H18KN4O8+	0.297	0.329	14.250	6.240	8.010	4	0.099	-3.462	3.462	-1.422		409.075	311	5.180	695994899578566650	695994667901980932	591	
1	C8H20N2O3S	[M + K]+	C8H20KN2O3S+	0.984	0.968	57.320	57.320	0.000	12	0.791	2.978	2.978	2.522		263.083	312	5.204	695994934764584527	695994667931341064	592	
1	C9H18ClNO5Si2	[M - H2O + H]+	C9H17ClNO4Si2+	0.998	0.081	39.958	39.958	0.000	11	0.524	3.399	3.399	-61251.840		294.038	313	5.216	695994925021215808	695994667956506892	593	
1	C6H7NO3	[M - H2O + H]+	C6H6NO2+	1.000	0.333	19.791	19.791	0.000	3	0.004	0.974	2.881	-145197.186		124.040	313	5.221	695994916712299196	695994667994255632	594	
1	C10H18N2O5S2	[M - H2O + H]+	C10H17N2O4S2+	0.377	0.200	67.097	62.777	4.320	21	0.648	5.007	5.160	-61451.251		293.064	314	5.228	695994895078078203	695994668023615764	595	
1	C6H15NO3Se	[M - H2O + H]+	C6H14NO2Se+	1.000	0.330	18.104	18.104	0.000	4	0.206	2.984	2.984	-87415.285		206.025	314	5.239	695994923708398614	695994668069753112	596	
1	C17H21ClN4O5S	[M - H2O + H]+	C17H20ClN4O4S+	0.636	0.257	84.618	84.618	0.000	23	0.846	4.016	4.016	-43812.796		411.088	315	5.245	695994915919575685	695994668115890460	597	
1	C9H20N4O4	[M - H2O + H]+	C9H19N4O3+	1.000	0.333	95.241	93.168	2.073	28	0.734	2.860	3.360	-77915.987		231.146	316	5.260	695994933283995074	695994668203970852	599	
1	C8H20N2O3S	[M + K]+	C8H20KN2O3S+	0.975	0.533	43.713	43.713	0.000	9	0.671	0.514	1.369	1.419		263.083	317	5.277	695994888094561508	695994668145250592	598	
1	C5H11NO3	[M - H2O + H]+	C5H10NO2+	1.000	0.333	24.281	24.281	0.000	4	0.719	5.066	5.066	-155166.007		116.071	317	5.286	695994943132221379	695994668237525288	600	
1	C12H17F3N4O5S	[M + Na]+	C12H17F3N4NaO5S+	0.994	1.000	53.866	50.792	3.074	27	0.516	-0.812	2.580	-3.584		409.075	318	5.299	695994968067359457	695994668271079724	601	
1	C11H20N2O4	[M - H2O + H]+	C11H19N2O3+	0.997	0.333	89.085	86.674	2.411	19	0.540	-1.052	4.626	-79292.083		227.139	318	5.302	695994913839200786	695994668296245552	602	
1	C4H6O2	[M + H3N + H]+	C4H10NO2+	0.997	0.333	42.610	42.610	0.000	4	0.383	3.761	8.873	2.066		104.071	323	5.388	695994951290143142	695994668367548728	604	
1	C17H26N4O5S2	[M + K]+	C17H26KN4O5S2+	0.973	0.996	22.078	17.427	4.651	18	0.410	-2.894	3.284	-0.341		469.097	324	5.394	695994922525604837	695994668396908860	605	
1	C24H30N6O8S2	[M - H2O + H]+	C24H29N6O7S2+	0.618	0.012	24.408	24.408	0.000	21	0.424	1.390	1.853	-31206.348		577.153	324	5.406	695994982722257953	695994668422074688	606	
1	C6H15NO3Se	[M - H2O + H]+	C6H14NO2Se+	1.000	0.323	13.640	13.640	0.000	3	0.188	3.828	3.828	-87415.127		206.025	324	5.406	695994920776580025	695994668338188596	603	
1	C14H21N5O4	[M - H2O + H]+	C14H20N5O3+	0.586	0.325	102.354	98.754	3.600	19	0.662	0.120	1.499	-58831.011		306.155	326	5.425	695994932562574758	695994668464017732	607	
1	C11H17NO5	[M + H3N + H]+	C11H21N2O5+	0.982	0.333	44.649	44.649	0.000	11	0.788	0.446	2.648	4.028		261.146	326	5.438	695994948605788415	695994668484989256	608	
1	C14H14N4O8	[M + H3N + H]+	C14H18N5O8+	0.885	0.333	60.199	56.577	3.621	22	0.767	3.849	3.849	1.513		384.116	327	5.451	695994930398313799	695994668535320908	609	
1	C9H19NO4S2	[M - H2O + H]+	C9H18NO3S2+	0.585	0.167	38.526	38.526	0.000	8	0.401	4.436	4.436	-71445.381		252.073	327	5.452	695994916800379594	695994668568875344	610	
1	C9H20N2O5	[M - H2O + H]+	C9H19N2O4+	1.000	0.333	108.695	107.220	1.475	17	0.656	4.116	4.116	-82187.354		219.134	327	5.454	695994920373926820	695994668589846868	611	
1	C10H17FN6O4S2	[M - H2O + H]+	C10H16FN6O3S2+	0.951	0.184	64.677	59.624	5.053	25	0.483	-0.530	3.081	-51304.752		351.069	327	5.457	695994942993809300	695994668615012696	612	
1	C8H18ClN2O4	[M - H2O + H]+	C8H17ClN2O3+	1.000	0.333	72.837	72.837	0.000	18	0.744	2.010	2.394	-80366.693		224.093	328	5.464	695994897644992439	695994668652761436	613	
1	C2H7FN3O	[M + H3N + H]+	C2H11FN4O+	1.000	0.283	32.779	32.779	0.000	6	0.083	4.238	6.551	4.119		126.092	328	5.465	695994936417140355	695994668690510176	614	
1	C8H13NO3	[M + H3N + H]+	C8H17N2O3+	1.000	0.333	103.280	101.028	2.252	10	0.542	2.917	3.201	2.809		189.124	328	5.465	695994896168597324	695994668774396264	616	
1	C5H14NO4P	[M + H]+	C5H15NO4P+	0.998	0.429	80.873	78.796	2.077	12	0.703	3.994	3.994	2.005		184.074	328	5.465	695994903047256216	695994668728258916	615	
1	C9H13N2O9P	[M - H2O + H]+	C9H12N2O8P+	0.735	0.254	85.227	82.176	3.051	18	0.620	2.588	3.170	-58658.828		307.033	328	5.475	695994946487664725	695994668803756396	617	
1	C9H15N3O5	[M - H2O + H]+	C9H14N3O4+	0.973	0.333	69.086	68.151	0.935	19	0.701	0.502	4.057	-78961.710		228.097	329	5.483	695994906889238826	695994668828922224	618	
1	C11H23N3O5	[M - H2O + H]+	C11H22N3O4+	1.000	0.333	78.235	78.235	0.000	19	0.656	3.160	3.160	-69225.950		260.161	329	5.486	695994926011071659	695994668854088052	619	
1	C5H11NO3	[M - H2O + H]+	C5H10NO2+	1.000	0.333	18.481	18.481	0.000	3	0.490	-3.703	8.236	-155165.510		116.071	329	5.487	695994894507652829	695994668879253880	620	
1	C8H16N2O4	[M - H2O + H]+	C8H15N2O3+	1.000	0.333	65.740	63.133	2.607	14	0.789	0.128	5.384	-96254.795		187.108	330	5.495	695994933598567914	695994668904419708	621	
1	C12H17F3N4O5S	[M + Na]+	C12H17F3N4NaO5S+	0.980	0.999	70.313	67.529	2.784	32	0.636	0.526	3.078	-3.070		409.075	330	5.507	695994943971082212	695994668942168448	622	
1	C8H11FN2O5	[M + Na]+	C8H11FN2NaO5+	1.000	1.000	104.323	102.047	2.276	24	0.604	-0.161	3.231	-1.558		257.054	331	5.510	695994914145384998	695994668979917188	623	
1	C10H18N2O4	[M - H2O + H]+	C10H17N2O3+	1.000	0.333	114.520	111.784	2.736	21	0.643	0.712	3.958	-84505.806		213.124	331	5.510	695994911142263239	695994669009277320	624	
1	C8H7N4O4	[M + H3N + H]+	C8H11N5O4+	0.998	0.333	84.925	81.692	3.233	16	0.314	-0.537	2.004	-1.888		241.080	331	5.511	695994930612223326	695994669055414672	626	
1	C8H16N2O6	[M - H2O + H]+	C8H15N2O5+	0.853	0.333	114.543	114.543	0.000	17	0.503	3.528	3.528	-82201.544		219.098	331	5.511	695994893786232418	695994669034443148	625	
1	C5H9NO4	[M - H2O + H]+	C5H8NO3+	1.000	0.333	34.021	34.021	0.000	5	0.386	4.128	4.128	-138486.436		130.050	331	5.511	695994923217665015	695994669080580500	627	
1	C4H9NO2	[M - H2O + H]+	C4H8NO+	1.000	0.333	0.883	0.883	0.000	0	0.000	3.227	3.227	-209274.712		86.060	331	5.519	695994917391776533	695994669101552024	628	
1	C5H8N2O3	[M - H2O + H]+	C5H7N2O2+	1.000	0.332	16.270	16.270	0.000	2	0.167	4.180	4.180	-141756.052		127.051	331	5.522	695994896353146727	695994669126717852	629	
1	C5H11NO4	[M - H2O + H]+	C5H10NO3+	1.000	0.333	72.741	72.741	0.000	8	0.654	3.227	3.473	-136371.933		132.066	331	5.522	695994943488737223	695994669147689376	630	
1	C5H9NO3	[M - H2O + H]+	C5H8NO2+	1.000	0.333	53.452	51.341	2.111	6	0.321	3.473	5.028	-157908.291		114.055	332	5.527	695994889608705409	695994669177049508	631	
1	C13H19N5O4	[M - H2O + H]+	C13H18N5O3+	0.580	0.333	77.275	77.275	0.000	19	0.679	2.920	2.920	-61653.298		292.140	332	5.536	695994943652315088	695994669223186856	632	
1	C7H15NO5	[M - H2O + H]+	C7H14NO4+	0.858	0.333	113.404	111.868	1.536	13	0.765	0.791	1.835	-102277.218		176.092	333	5.545	695994933330132434	695994669260935596	633	
1	C9H15NO3	[M + H3N + H]+	C9H19N2O3+	0.883	0.333	85.415	83.695	1.720	15	0.551	2.788	3.778	1.827		203.139	333	5.550	695994896780965746	695994669286101424	634	
1	C8H8N2O3	[M + H3N + H]+	C8H12N3O3+	0.961	0.001	72.781	70.629	2.152	8	0.783	2.412	2.954	2.485		198.088	335	5.586	695994955765465604	695994669323850164	635	
1	C14H21N3O5	[M - H2O + H]+	C14H20N3O4+	0.897	0.333	77.105	74.612	2.493	20	0.539	2.336	3.176	-61227.455		294.146	335	5.588	695994939143438009	695994669353210296	636	
1	C4H7FN2O2	[M + H3N + H]+	C4H11FN3O2+	0.343	0.333	47.034	47.034	0.000	7	0.187	0.527	6.672	-3.559		152.082	335	5.589	695994891198346712	695994669399347648	638	
1	C6H11N3O3	[M - H2O + H]+	C6H10N3O2+	1.000	0.333	70.710	70.710	0.000	12	0.422	-0.497	4.287	-115393.654		156.077	335	5.589	695994898261555177	695994669428707780	639	
1	C5H9N3O	[M - H2O + H]+	C5H8N3+	1.000	0.331	6.837	6.837	0.000	2	0.052	3.746	8.374	-163621.139		110.072	335	5.589	695994919799307143	695994669374181820	637	
1	C8H11N3O3	[M - H2O + H]+	C8H10N3O2+	0.991	0.328	42.701	42.701	0.000	5	0.584	2.282	2.282	-100012.948		180.077	335	5.589	695994944071745527	695994669453873608	640	
1	C7H10O4	[M + H3N + H]+	C7H14NO4+	0.981	0.333	94.841	92.951	1.890	15	0.835	3.919	3.967	2.928		176.092	336	5.599	695994903114365096	695994669487428044	641	
1	C24H28N6O9S2	[M - H2O + H]+	C24H27N6O8S2+	0.487	0.297	21.576	15.404	6.172	21	0.418	0.527	2.727	-30468.049		591.133	337	5.610	695994914334128702	695994669512593872	642	
1	C24H32N4O8S	[M + K]+	C24H32KN4O8S+	1.000	1.000	63.289	58.313	4.976	36	0.803	0.733	2.839	1.559		575.158	337	5.621	695994992381740551	695994669537759700	643	
1	C17H19NO8	[M + H3N + H]+	C17H23N2O8+	0.989	0.286	45.413	42.430	2.984	16	0.654	2.293	2.877	0.960		383.145	339	5.642	695994941215424299	695994669562925528	644	
1	C11H25N3O3	[M - H2O + H]+	C11H24N3O2+	1.000	0.333	36.747	36.747	0.000	7	0.326	2.246	2.854	-78240.490		230.187	339	5.647	695994928762535170	695994669588091356	645	
1	C9H20N4O5	[M - H2O + H]+	C9H19N4O4+	0.943	0.333	106.933	104.297	2.636	20	0.584	-1.276	2.630	-72874.727		247.140	339	5.648	695994920042576785	695994669613257184	646	
1	C12H18ClFN4O4S	[M - H2O + H]+	C12H17ClFN4O3S+	0.990	0.333	79.301	79.301	0.000	30	0.541	1.028	2.457	-51300.242		351.069	339	5.649	695994966406415028	695994669646811620	647	
1	C12H20N2O4	[M + H3N + H]+	C12H24N3O4+	0.965	0.333	76.073	73.132	2.941	12	0.620	-0.699	3.371	1.668		274.177	339	5.652	695994940674359050	695994669676171752	648	
1	C12H15F3N4O5	[M - H2O + H]+	C12H14F3N4O4+	0.554	0.333	52.491	49.254	3.237	26	0.530	-0.036	2.848	-53749.545		335.096	340	5.664	695994925490977873	695994669705531884	649	
1	C8H20ClFN4O3S	[M + H]+	C8H21ClFN4O3S+	0.471	0.413	37.086	37.086	0.000	13	0.660	1.908	1.908	1.713		307.101	341	5.688	695994901822519425	695994669730697712	650	
1	C4H7BF2N2O3	[M + H3N + H]+	C4H11BF2N3O3+	0.453	0.221	32.090	32.090	0.000	7	0.352	2.121	3.445	3.876		197.090	344	5.733	695994943065112486	695994669755863540	651	
1	C14H15N5O3S	[M + Na]+	C14H15N5NaO3S+	0.579	0.069	17.560	16.895	0.665	19	0.906	-2.550	2.714	-1.744		356.078	346	5.759	695994958537900599	695994669781029368	652	
1	C8H15N3O4	[M - H2O + H]+	C8H14N3O3+	0.994	0.333	89.940	87.749	2.192	20	0.315	0.048	4.115	-90004.184		200.103	346	5.759	695994906893433150	695994669835555324	653	
1	C8H18N4O4	[M - H2O + H]+	C8H17N4O3+	1.000	0.333	199.840	196.521	3.319	32	0.615	2.987	3.125	-82945.478		217.130	346	5.761	695994938069696168	695994669940412932	655	
1	C5H10FN5O	[M - H2O + H]+	C5H9FN5+	0.245	0.235	0.101	0.101	0.000	0	0.000	-4.061	4.061	-113933.521		158.083	346	5.762	695994950493225350	695994669869109760	654	
1	C10H15N2O4PS	[M + Na]+	C10H15N2NaO4PS+	0.774	0.334	21.536	19.768	1.769	12	0.862	2.286	3.452	-5.575		313.036	346	5.768	695994917555354392	695994669982355976	656	
1	C6H8F6N2	[M + Na]+	C6H8F6N2Na+	0.895	0.012	15.202	12.491	2.711	3	0.711	1.873	1.873	2.007		245.049	346	5.768	695994959057994351	695994670020104716	657	
1	C15H18N2O6S	[M + H3N + H]+	C15H22N3O6S+	0.948	0.331	31.600	28.672	2.929	15	0.717	-0.288	2.754	1.820		372.123	346	5.769	695994919413431119	695994670045270544	658	
1	C2H5N3O5	[M - H2O + H]+	C2H4N3O4+	0.951	0.324	7.949	6.508	1.441	1	0.021	-1.608	1.608	-134390.659		134.019	346	5.774	695994888505603339	695994670074630676	659	
1	C7H16BClFN3O2	[M + Na]+	C7H16BClFN3NaO2+	1.000	1.000	71.968	71.968	0.000	30	0.750	-1.082	2.293	1.320		261.094	347	5.776	695994998488647476	695994670108185112	660	
1	C10H11N3O3	[M + H3N + H]+	C10H15N4O3+	0.998	0.332	65.209	63.166	2.043	13	0.366	-1.500	2.356	-8.016		239.112	347	5.776	695995032873552905	695994670137545244	661	
1	C8H10NO4PS	[M + Na]+	C8H10NNaO4PS+	0.999	0.995	21.762	19.433	2.329	5	0.920	-4.246	4.246	-6.949		269.994	347	5.780	695994987038196967	695994670166905376	662	
1	C2H5OPS	[M - H2O + H]+	C2H4PS+	0.504	0.500	-5.331	-5.331	0.000	0	0.000	3.032	3.032	-197965.273		90.977	347	5.786	695994977844282265	695994670196265508	663	
1	C7H2ClFO4	[M + Na]+	C7H2ClFNaO4+	0.941	0.940	13.902	13.902	0.000	1	0.229	0.891	0.891	0.198		226.952	347	5.786	695994990561412532	695994670263374380	665	
1	C3H5O2PS	[M + Na]+	C3H5NaO2PS+	1.000	0.993	6.941	6.941	0.000	1	0.368	3.426	3.426	3.254		158.965	347	5.787	695994994462115433	695994670301123120	666	
1	C5H10NO2PS	[M + Na]+	C5H10NNaO2PS+	1.000	0.894	27.660	27.660	0.000	3	0.857	1.998	1.998	0.807		202.006	347	5.787	695995062913159087	695994670225625640	664	
1	C3H7N3O6	[M - H2O + H]+	C3H6N3O5+	0.999	0.258	15.597	15.597	0.000	3	0.447	-2.123	3.442	-109803.220		164.030	350	5.831	695995018080242241	695994670330483252	667	
1	C9H22ClFN4O5S	[M - H2O + H]+	C9H21ClFN4O4S+	0.574	0.333	44.422	44.422	0.000	15	0.833	1.291	2.017	-53746.036		335.096	351	5.857	695995032491871218	695994670376620600	668	
1	C2H4O3S	[M + H3N + H]+	C2H8NO3S+	0.951	0.465	13.542	13.542	0.000	1	0.189	1.691	2.320	3.011		126.022	352	5.868	695995027517426604	695994670477283900	669	
1	C14H19FN4O3S	[M + Na]+	C14H19FN4NaO3S+	0.992	0.991	55.274	52.107	3.167	27	0.710	-2.731	2.731	1.615		365.106	352	5.873	695995051785670183	695994670527615552	670	
1	C10H17FN2O5	[M - H2O + H]+	C10H16FN2O4+	0.983	0.333	109.908	106.825	3.082	23	0.655	0.255	2.567	-72884.499		247.109	353	5.879	695994993149298262	695994670598918724	671	
1	C7H14N2O6	[M + Na]+	C7H14N2NaO6+	0.956	0.980	21.026	20.137	0.889	6	0.123	1.225	1.535	2.012		245.075	355	5.915	695995023306345175	695994670640861768	672	
1	C15H16F2N4O4	[M - H2O + H]+	C15H15F2N4O3+	0.444	0.333	33.406	31.292	2.114	22	0.371	0.020	2.895	-53426.339		337.111	357	5.942	695995039005625550	695994670674416204	673	
1	C27H28N10O11S2	[M + K]+	C27H28KN10O11S2+	0.030	0.116	27.067	20.502	6.564	16	0.814	0.856	1.434	0.413		771.102	357	5.954	695995135336206982	695994670703776336	674	
1	C22H25N5O6S4	[M + H]+	C22H26N5O6S4+	0.158	0.194	29.835	25.683	4.151	13	0.878	-1.112	1.478	-4.493		584.073	357	5.956	695995098006901234	695994670733136468	675	
1	C15H13F3N2O4S	[M + Na]+	C15H13F3N2NaO4S+	0.996	1.000	34.955	32.339	2.616	26	0.858	-0.001	3.449	4.122		397.046	357	5.957	695995007347017943	695994670762496600	676	
1	C4H9N3O6S	[M - H2O + H]+	C4H8N3O5S+	0.945	0.333	47.268	42.090	5.178	9	0.479	-1.157	4.450	-85759.798		210.017	358	5.960	695995018403203668	695994670808633948	677	
1	C4H7NO2	[M + Na]+	C4H7NNaO2+	1.000	0.993	14.204	14.204	0.000	2	0.074	4.385	4.385	3.272		124.037	358	5.965	695994977810727816	695994670833799776	678	
1	C7H11NO4S	[M - H2O + H]+	C7H10NO3S+	1.000	0.333	50.415	46.896	3.518	11	0.321	1.287	2.821	-95791.693		188.036	358	5.966	695994985410806943	695994670875742820	679	
1	C22H28N8O5S	[M + K]+	C22H28KN8O5S+	0.995	0.994	58.483	58.483	0.000	34	0.666	0.748	2.011	0.621		555.154	358	5.971	695995123202085496	695994670905102952	680	
1	C4H11NO4	[M - H2O + H]+	C4H10NO3+	1.000	0.333	51.217	51.217	0.000	5	0.656	3.443	4.154	-150001.391		120.066	359	5.986	695995004289370207	695994670955434608	682	
1	C8H18N4O4	[M - H2O + H]+	C8H17N4O3+	0.999	0.333	62.886	62.886	0.000	13	0.260	0.800	1.936	-82947.722		217.130	359	5.988	695994986203530418	695994670930268780	681	
1	C4H9NO3	[M - H2O + H]+	C4H8NO2+	1.000	0.333	27.658	27.658	0.000	2	0.645	6.216	6.216	-176475.968		102.055	359	5.988	695995007535761663	695994671043515000	684	
1	C12H15F3N4O5	[M - H2O + H]+	C12H14F3N4O4+	0.525	0.313	44.875	41.665	3.210	24	0.454	0.666	2.245	-53749.639		335.095	360	5.996	695995025135061812	695994670988989044	683	
1	C5H8O3S	[M + H3N + H]+	C5H12NO3S+	0.997	0.333	75.956	73.504	2.452	14	0.790	5.135	5.135	1.803		166.054	360	6.001	695994988640421190	695994671144178304	686	
1	C2H5NO3	[M - H2O + H]+	C2H4NO2+	1.000	0.316	0.784	0.784	0.000	0	0.000	6.649	6.649	-243302.099		74.024	360	6.001	695995007766448387	695994671072875132	685	
1	C10H18N2O6	[M - H2O + H]+	C10H17N2O5+	1.000	0.333	70.837	68.247	2.590	15	0.659	4.200	4.687	-73476.317		245.114	360	6.003	695995068013432946	695994671177732740	687	
1	C7H11NO4	[M + H3N + H]+	C7H15N2O4+	0.998	0.333	122.923	122.923	0.000	17	0.519	1.605	4.140	0.767		191.103	361	6.011	695995007401543912	695994671202898568	688	
1	C4H10FNO2	[M + H3N + H]+	C4H14FN2O2+	1.000	1.000	21.063	21.063	0.000	3	0.355	2.760	3.187	-5.615		141.103	361	6.020	695994989055657329	695994671232258700	689	
1	C8H13NO4	[M + H3N + H]+	C8H17N2O4+	0.686	0.333	111.589	111.589	0.000	26	0.823	2.408	4.666	1.397		205.119	361	6.020	695995057313763017	695994671257424528	690	
1	C7H16N4O4	[M - H2O + H]+	C7H15N4O3+	1.000	0.333	192.018	192.018	0.000	28	0.606	0.137	2.838	-88670.523		203.114	361	6.021	695995009842628981	695994671320339096	692	
