formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C6H10FNO3	[M - H2O + H]+	C6H9FNO2+	Amino acids and Peptides	0.999	Small peptides	0.999	Aminoacids	0.999	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.990	Amino acids and derivatives	0.990	Alpha amino acids	0.648	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Halogenated fatty acids; Alkyl fluorides; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Alkyl halides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	146.060	265	4.421	695994949889245548	695994664458456968	496	
1	C5H9NO4	[M - H2O + H]+	C5H8NO3+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.999	Amino acids and derivatives	0.999	Alpha amino acids	0.934	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	130.050	267	4.449	695994900333541423	695994664512982928	498	
1	C7H15NO4	[M - H2O + H]+	C7H14NO3+	Amino acids and Peptides	0.897	Small peptides	0.839	Aminoacids	0.872	Organic acids and derivatives	0.870	Carboxylic acids and derivatives	0.885	Amino acids, peptides, and analogues	0.762	Amino acids and derivatives	0.762	Amino acids	0.708	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	160.097	267	4.451	695994881752773622	695994664487817100	497	
1	C7H11F3N2O3	[M - H2O + H]+	C7H10F3N2O2+	Amino acids and Peptides	0.974	Small peptides	0.985	Aminoacids	0.931	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.967	Amino acids and derivatives	0.966	Alpha amino acids and derivatives	0.853	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Halogenated fatty acids; Alkyl fluorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Alkyl halides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	211.069	268	4.470	695994887587050673	695994664538148756	499	
1	C4H7N3O2	[M - H2O + H]+	C4H6N3O+	Amino acids and Peptides	0.353	Small peptides	0.441	Aminoacids	0.448	Organic acids and derivatives	0.638	Carboxylic acids and derivatives	0.674	Amino acids, peptides, and analogues	0.616	Amino acids and derivatives	0.615	Amino acids	0.592	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Aminopyrimidines and derivatives; Diazines; Amines; Primary amines; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	112.051	270	4.492	695994927718153446	695994664580091800	500	
2	C9H13N3O5	[M + H]+	C9H14N3O5+	Carbohydrates	1.000	Nucleosides	1.000	Pyrimidine nucleosides	1.000	Nucleosides, nucleotides, and analogues	0.981	Pyrimidine nucleosides	0.985					Pyrimidine nucleosides	0.985	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Pyrimidine nucleosides; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Glycosyl compounds; Hydropyrimidines; Glycosylamines; Amines; Primary amines; Tetrahydrofurans; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	244.093	270	4.492	695994886769161365	695994664617840540	501	
3	C18H23N5O10	[M + H3N + H]+	C18H27N6O10+	Carbohydrates	1.000	Nucleosides	0.998	Pyrimidine nucleosides	0.972	Nucleosides, nucleotides, and analogues	0.993	Pyrimidine nucleotides	0.370	Pyrimidine ribonucleotides	0.596			Pyrimidine ribonucleotides	0.596	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Carboxylic acid amides; Pyrimidine nucleosides; Ureas; Carboxylic acid derivatives; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Carbonyl compounds; Glycosyl compounds; Pyrimidine ribonucleotides; Hydropyrimidines; Glycosylamines; Pentose phosphates; Amines; Primary amines; Tetrahydrofurans; Imidolactams; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	487.179	270	4.492	695994928934501655	695994664651394976	502	
2	C11H13NO3	[M + H]+	C11H14NO3+	Alkaloids	0.651	Small peptides	0.484	Aminoacids	0.548	Organic acids and derivatives	0.934	Carboxylic acids and derivatives	0.934	Amino acids, peptides, and analogues	0.718	Amino acids and derivatives	0.718	Alpha amino acids	0.618	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	208.097	270	4.494	695994945854324782	695994664760446896	506	
1	C9H15NO3	[M + H3N + H]+	C9H19N2O3+	Alkaloids	0.436	Small peptides	0.285	Pyrrolidine alkaloids	0.254	Lipids and lipid-like molecules	0.541	Fatty Acyls	0.538					Fatty Acyls	0.538	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	203.139	270	4.495	695994944881246214	695994664705920936	504	
2	C11H16ClF2NO3	[M - H2O + H]+	C11H15ClF2NO2+	Amino acids and Peptides	0.328	Small peptides	0.463	Aminoacids	0.200	Organic acids and derivatives	0.937	Carboxylic acids and derivatives	0.936	Amino acids, peptides, and analogues	0.589	Amino acids and derivatives	0.591	Amino acids and derivatives	0.591	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alkyl fluorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Organochlorides; Organofluorides; Carbonyl compounds; Amines; Alkyl halides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	266.075	270	4.495	695994976799900529	695994664680755108	503	
2	C12H9NO2	[M + H3N + H]+	C12H13N2O2+	Alkaloids	0.998	Tryptophan alkaloids	0.972	Simple indole alkaloids	0.739	Organoheterocyclic compounds	0.996	Indoles and derivatives	0.905	Indoles	0.914	3-alkylindoles	0.511	3-alkylindoles	0.511	Organic compounds; Organoheterocyclic compounds; Pyrroles; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Substituted pyrroles; Benzenoids; Indoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	217.098	270	4.497	695994910592809370	695994664785612724	507	
1	C10H18N2O4	[M - H2O + H]+	C10H17N2O3+	Amino acids and Peptides	0.995	Small peptides	0.992	Dipeptides	0.778	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.988	Amino acids and derivatives	0.987	N-acyl-alpha amino acids	0.605	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; N-acyl-alpha amino acids; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	213.124	270	4.506	695994894197274272	695994664844332984	508	
3	C11H15NO3	[M + H3N + H]+	C11H19N2O3+	Alkaloids	0.884	Lysine alkaloids	0.387	Pyridine alkaloids	0.208	Organic acids and derivatives	0.669	Carboxylic acids and derivatives	0.579					Carboxylic acids and derivatives	0.579	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	227.139	271	4.519	695994931606273400	695994664873693116	509	
1	C10H17N3O3	[M + H3N + H]+	C10H21N4O3+	Amino acids and Peptides	0.833	Small peptides	0.953	Aminoacids	0.559	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.708	Amino acids and derivatives	0.705	Alpha amino acids and derivatives	0.584	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Carboximidamides; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	245.161	271	4.521	695994949847302492	695994664957579200	510	
1	C6H16N2O2	[M - H2O + H]+	C6H15N2O+	Amino acids and Peptides	0.893	Small peptides	0.849	Aminoacids	0.895	Organic acids and derivatives	0.787	Carboxylic acids and derivatives	0.679	Amino acids, peptides, and analogues	0.514	Amino acids and derivatives	0.514	Amino acids and derivatives	0.514	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	131.118	271	4.525	695994893459076673	695994664999522244	511	
1	C7H9NO3	[M - H2O + H]+	C7H8NO2+	Alkaloids	0.944	Nicotinic acid alkaloids	0.970	Pyridine alkaloids	0.970	Organoheterocyclic compounds	0.989	Pyridines and derivatives	0.970	Pyridinecarboxylic acids and derivatives	0.680	Pyridinecarboxylic acids	0.689	Pyridinecarboxylic acids	0.689	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Pyridinecarboxylic acids and derivatives; Pyridinecarboxylic acids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Methylpyridines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	138.055	272	4.529	695994901004630073	695994665028882376	512	
1	C4H10O4Si	[M - H2O + H]+	C4H9O3Si+	Fatty acids	0.978	Fatty Acids and Conjugates	0.973	Halogenated fatty acids	0.961	Organic acids and derivatives	0.928	Carboxylic acids and derivatives	0.907	Carboxylic acids	0.782			Carboxylic acids	0.782	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	133.032	272	4.530	695994947271999646	695994665066631116	513	
3	C4H6S	[M + H3N + H]+	C4H10NS+	Fatty acids	0.990	Fatty acyls	0.958	Oxygenated hydrocarbons	0.558	Organosulfur compounds	0.910							Organosulfur compounds	0.910	Organic compounds; Organosulfur compounds; Hydrocarbon derivatives; Chemical entities	104.053	272	4.530	695994956134564397	695994665100185552	514	
1	C5H13NO3S	[M - H2O + H]+	C5H12NO2S+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.999	Amino acids and derivatives	0.999	Alpha amino acids	0.939	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acids; Thia fatty acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Methionine and derivatives; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	150.059	272	4.531	695994925809745003	695994665137934292	515	
3	C10H13N5O5	[M + H]+	C10H14N5O5+	Carbohydrates	1.000	Nucleosides	1.000	Purine nucleosides	1.000	Nucleosides, nucleotides, and analogues	0.983	Purine nucleosides	0.966					Purine nucleosides	0.966	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Azoles; Purine nucleosides; Purinones; Aminopyrimidines and derivatives; Diazines; Pentoses; 6-oxopurines; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	284.099	273	4.558	695994903454103744	695994665171488728	516	
2	C2H3FN4O2	[M + H3N + H]+	C2H7FN5O2+	Alkaloids	0.487	Small peptides	0.173	Halogenated fatty acids	0.522	Organic 1,3-dipolar compounds	0.513	Allyl-type 1,3-dipolar organic compounds	0.480	Organic nitro compounds	0.510			Organic nitro compounds	0.510	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Organic nitro compounds; Organofluorides; Carbonyl compounds; Organic 1,3-dipolar compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	152.057	274	4.559	695994901008824405	695994665209237468	517	
1	C28H24N6O8S	[M + H]+	C28H25N6O8S+	Amino acids and Peptides	0.765	Oligopeptides	0.280	Cyclamides	0.303	Organic acids and derivatives	0.993	Carboxylic acids and derivatives	0.950	Amino acids, peptides, and analogues	0.591	Amino acids and derivatives	0.589	N-acyl-alpha amino acids and derivatives	0.605	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Diazines; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Sulfenyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	605.147	274	4.560	695994996890617571	695994665251180512	518	
1	C10H13N5O5	[M + Na]+	C10H13N5NaO5+	Carbohydrates	0.999	Nucleosides	0.999	Purine nucleosides	0.994	Nucleosides, nucleotides, and analogues	0.926	Purine nucleosides	0.873					Purine nucleosides	0.873	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Azoles; Purine nucleosides; Purinones; Aminopyrimidines and derivatives; Diazines; Pentoses; 6-oxopurines; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	306.081	274	4.562	695994947976642762	695994665280540644	519	
1	C6H15NO3	[M + H]+	C6H16NO3+	Fatty acids	0.741	Aminosugars and aminoglycosides	0.085	Sphingoid bases	0.448	Organic nitrogen compounds	1.000	Organonitrogen compounds	0.999	Amines	0.994	Alkanolamines	0.973	1,2-aminoalcohols	0.967	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	150.113	274	4.564	695994895157769994	695994665356038124	521	
1	C11H12N4O4	[M + H3N + H]+	C11H16N5O4+	Carbohydrates	1.000	Nucleosides	1.000	Purine nucleosides	0.999	Nucleosides, nucleotides, and analogues	0.934	Purine nucleosides	0.942					Purine nucleosides	0.942	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Azoles; Purine nucleosides; Purinones; Diazines; Pentoses; 6-oxopurines; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Tetrahydrofurans; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	282.120	275	4.578	695994893748483653	695994665385398256	522	
2	C17H33N5O8	[M - H2O + H]+	C17H32N5O7+	Amino acids and Peptides	0.978	Small peptides	0.964	Tripeptides	0.567	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.998	Amino acids, peptides, and analogues	0.988	Peptides	0.865	Oligopeptides	0.560	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	418.230	275	4.580	695994917031066341	695994665414758388	523	
1	C6H11NO4	[M - H2O + H]+	C6H10NO3+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.999	Amino acids and derivatives	0.999	Alpha amino acids	0.968	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Carboxylic acids; Carbonyl compounds; Dialkylamines; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	144.066	275	4.581	695994926866709691	695994665439924216	524	
2	C10H7NO3	[M + H]+	C10H8NO3+	Alkaloids	0.886	Tryptophan alkaloids	0.371	Pyridine alkaloids	0.129	Benzenoids	0.981	Phenols	0.527	1-hydroxy-2-unsubstituted benzenoids	0.557			1-hydroxy-2-unsubstituted benzenoids	0.557	Organic compounds; Organoheterocyclic compounds; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	190.051	275	4.583	695994951109788047	695994665469284348	525	
2	C7H13NO4S	[M + H]+	C7H14NO4S+	Amino acids and Peptides	0.992	Small peptides	0.993	Aminoacids	0.893	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.984	Amino acids and derivatives	0.983	N-acyl-alpha amino acids	0.699	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Sulfones; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Sulfonyls; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Thia fatty acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	208.064	276	4.592	695994949037801773	695994665515421700	527	
1	C7H13NO4S	[M - H2O + H]+	C7H12NO3S+	Amino acids and Peptides	0.994	Small peptides	0.997	Dipeptides	0.707	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Amino acids and derivatives	1.000	N-acyl-alpha amino acids	0.988	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Thia fatty acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Methionine and derivatives; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	190.052	276	4.592	695994952670069173	695994665490255872	526	
