formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C38H74NO8P	[M + H]+	C38H75NO8P+	Fatty acids	0.997	Glycerophospholipids	1.000	Glycerophosphocholines	0.989	Lipids and lipid-like molecules	0.981	Glycerophospholipids	0.998	Glycerophosphocholines	0.987	Phosphatidylcholines	0.973	Phosphatidylcholines	0.973	Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	704.524	108	1.799	695994798860738664	695994644028000360	40	
1	C5H9NO4	[M - H2O + H]+	C5H8NO3+	Amino acids and Peptides	0.954	Small peptides	0.987	Aminoacids	0.528	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.992	Amino acids and derivatives	0.991	N-acyl-alpha amino acids	0.950	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	130.050	108	1.805	695994794909703880	695994644086720620	41	
1	C13H21NO4	[M + H3N + H]+	C13H25N2O4+	Fatty acids	0.869	Fatty amides	0.921	N-acyl amines	0.729	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.992	Amino acids and derivatives	0.992	N-acyl-alpha amino acids	0.907	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	273.182	108	1.805	695994801419264414	695994644132857968	42	
1	C6H7NO3	[M - H2O + H]+	C6H6NO2+	Alkaloids	0.994	Nicotinic acid alkaloids	0.996	Pyridine alkaloids	0.996	Organoheterocyclic compounds	1.000	Pyridines and derivatives	0.997	Pyridinecarboxylic acids and derivatives	0.883	Pyridinecarboxylic acids	0.810	Pyridinecarboxylic acids	0.810	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Pyridinecarboxylic acids and derivatives; Pyridinecarboxylic acids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	124.040	108	1.808	695994802740470354	695994644195772532	43	
1	C9H12O2	[M - H2O + H]+	C9H11O+	Shikimates and Phenylpropanoids	0.634	Phenylpropanoids (C6-C3)	0.851	Cinnamic acids and derivatives	0.817	Benzenoids	0.959	Benzene and substituted derivatives	0.828					Benzene and substituted derivatives	0.828	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	135.081	109	1.822	695994771971053229	695994644262881400	44	
3	C16H33N2O3	[M + H3N + H]+	C16H37N3O3+	Alkaloids	0.476	Nicotinic acid alkaloids	0.291	Pyridine alkaloids	0.288	Organic acids and derivatives	0.620	Carboxylic acids and derivatives	0.595					Carboxylic acids and derivatives	0.595	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	319.285	109	1.824	695994773405505377	695994644304824444	45	
1	C27H50N4O4	[M + H3N + H]+	C27H54N5O4+	Amino acids and Peptides	0.549	Fatty amides	0.373	N-acyl amines	0.120	Organic acids and derivatives	0.984	Carboxylic acids and derivatives	0.933	Amino acids, peptides, and analogues	0.762	Amino acids and derivatives	0.746	Alpha amino acids and derivatives	0.654	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	512.416	110	1.830	695994811456234684	695994644355156096	46	
1	C7H12NO2	[M + Na]+	C7H12NNaO2+	Alkaloids	0.496	Lysine alkaloids	0.267	Piperidine alkaloids	0.196	Organic acids and derivatives	0.475	Carboxylic acids and derivatives	0.531					Carboxylic acids and derivatives	0.531	Organic compounds; Organoheterocyclic compounds; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	165.076	110	1.832	695994781458569708	695994644392904836	47	
2	C13H22N4O3	[M + K]+	C13H22KN4O3+	Amino acids and Peptides	0.445	Small peptides	0.594	Aminoacids	0.091	Organoheterocyclic compounds	0.646	Oxazinanes	0.533	Morpholines	0.544			Morpholines	0.544	Organic compounds; Organoheterocyclic compounds; Oxazinanes; Ethers; Organonitrogen compounds; Organooxygen compounds; Guanidines; Morpholines; Dialkyl ethers; Amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	321.131	110	1.832	695994805525488522	695994644434847880	48	
1	C24H50O7	[M + H3N + H]+	C24H54NO7+	Fatty acids	0.975	Fatty acyls	0.509	Fatty alcohols	0.385	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Ethers	0.935	Dialkyl ethers	0.948	Polyethylene glycols	0.882	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	468.390	110	1.833	695994781924137515	695994644472596620	49	
1	C20H42O5	[M + H3N + H]+	C20H46NO5+	Fatty acids	0.993	Glycerolipids	0.859	Fatty alcohols	0.563	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Ethers	0.985	Dialkyl ethers	0.987	Polyethylene glycols	0.797	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	380.337	110	1.834	695994776400238577	695994644510345360	50	
2	C16H25NO7	[M + H3N + H]+	C16H29N2O7+	Amino acids and Peptides	0.665	Macrolides	0.229	Piperidine alkaloids	0.152	Organic acids and derivatives	0.994	Carboxylic acids and derivatives	0.986	Amino acids, peptides, and analogues	0.683	Amino acids and derivatives	0.683	Alpha amino acids and derivatives	0.694	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	361.198	110	1.834	695994798659412010	695994644548094100	51	
1	C36H72NO8P	[M + H]+	C36H73NO8P+	Fatty acids	0.992	Glycerophospholipids	0.999	Glycerophosphocholines	0.968	Lipids and lipid-like molecules	0.984	Glycerophospholipids	0.996	Glycerophosphocholines	0.986	Phosphatidylcholines	0.968	Phosphatidylcholines	0.968	Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	678.506	110	1.837	695994771572594320	695994644669728924	53	
1	C10H23NO	[M + H]+	C10H24NO+	Fatty acids	0.964	Spingolipids	0.621	Sphingoid bases	0.959	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.997	Alkanolamines	0.943	1,2-aminoalcohols	0.917	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Dialkylamines; Amines; Secondary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	174.186	110	1.838	695994771287381626	695994644728449184	54	
1	C36H70NO8P	[M + H]+	C36H71NO8P+	Fatty acids	1.000	Glycerophospholipids	1.000	Glycerophosphocholines	0.996	Lipids and lipid-like molecules	0.991	Glycerophospholipids	1.000	Glycerophosphocholines	0.996	Phosphatidylcholines	0.988	Phosphatidylcholines	0.988	Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	676.491	110	1.841	695994771560011407	695994644791363748	55	
2	C22H46O6	[M + H3N + H]+	C22H50NO6+	Fatty acids	0.997	Fatty acyls	0.841	Fatty alcohols	0.946	Lipids and lipid-like molecules	0.839	Fatty Acyls	0.815	Fatty alcohols	0.599			Fatty alcohols	0.599	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Fatty alcohols; Secondary alcohols; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	424.363	110	1.841	695994776081471438	695994644862666920	56	
2	C13H18O3	[M + H3N + H]+	C13H22NO3+	Terpenoids	0.480	Sesquiterpenoids	0.355	Jasmonic acids	0.183	Lipids and lipid-like molecules	0.535							Lipids and lipid-like molecules	0.535	Organic compounds; Lipids and lipid-like molecules; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	240.159	111	1.850	695994780221249922	695994644925581484	57	
4	C16H26O4	[M + H3N + H]+	C16H30NO4+	Terpenoids	0.762	Sesquiterpenoids	0.725	Dicarboxylic acids	0.055	Lipids and lipid-like molecules	0.855	Fatty Acyls	0.596	Fatty acids and conjugates	0.541	Branched fatty acids	0.565	Branched fatty acids	0.565	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	300.217	113	1.877	695994780217055598	695994645001078964	59	
1	C16H35NO4	[M - H2O + H]+	C16H34NO3+	Fatty acids	1.000	Fatty amides	0.999	N-acyl amines	0.995	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.988	Amino acids, peptides, and analogues	0.795	Amino acids and derivatives	0.796	N-acyl-alpha amino acids	0.867	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Hydroxy acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	288.254	113	1.884	695994782305819230	695994645034633400	60	
1	C7H13NO4	[M - H2O + H]+	C7H12NO3+	Amino acids and Peptides	0.949	Small peptides	0.976	Aminoacids	0.820	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.982	Amino acids and derivatives	0.981	N-acyl-alpha amino acids and derivatives	0.668	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	158.082	113	1.886	695994798864932971	695994645076576444	61	
2	C11H19NO5	[M + H]+	C11H20NO5+	Amino acids and Peptides	0.764	Small peptides	0.845	Dipeptides	0.319	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.986	Amino acids and derivatives	0.985	N-acyl-alpha amino acids	0.734	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	246.134	113	1.891	695994790182722936	695994645114325184	62	
3	C16H25NO4	[M + H]+	C16H26NO4+	Amino acids and Peptides	0.399	Ornithine alkaloids	0.206	Piperidine alkaloids	0.361	Lipids and lipid-like molecules	0.563							Lipids and lipid-like molecules	0.563	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	296.186	114	1.906	695994800903364978	695994645156268228	63	
1	C13H11NO3	[M + H3N + H]+	C13H15N2O3+	Alkaloids	0.948	Tryptophan alkaloids	0.930	Simple indole alkaloids	0.941	Organoheterocyclic compounds	1.000	Indoles and derivatives	0.992	Indolyl carboxylic acids and derivatives	0.904			Indolyl carboxylic acids and derivatives	0.904	Organic compounds; Organoheterocyclic compounds; Pyrroles; Ketones; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Indolyl carboxylic acids and derivatives; Carbonyl compounds; Substituted pyrroles; Benzenoids; Indoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	247.108	114	1.907	695994800525877551	695994645206599880	64	
1	C17H26O6	[M + H3N + H]+	C17H30NO6+	Polyketides	0.672	Macrolides	0.952	Macrolide lactones	0.982	Organic acids and derivatives	0.960	Carboxylic acids and derivatives	0.965	Dicarboxylic acids and derivatives	0.638			Dicarboxylic acids and derivatives	0.638	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	344.207	115	1.910	695994792330206753	695994645248542924	65	
1	C10H10O3	[M + H3N + H]+	C10H14NO3+	Shikimates and Phenylpropanoids	0.935	Phenylpropanoids (C6-C3)	0.782	Cinnamic acids and derivatives	0.783	Benzenoids	0.983	Phenol esters	0.807					Phenol esters	0.807	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Phenol esters; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	196.097	116	1.928	695994799397609624	695994645290485968	66	
3	C8H8O2	[M + H3N + H]+	C8H12NO2+	Polyketides	0.509	Cyclic polyketides	0.647	2-pyrone derivatives	0.337	Organic oxygen compounds	0.999	Organooxygen compounds	0.997	Carbonyl compounds	0.625			Carbonyl compounds	0.625	Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	154.087	116	1.929	695994794024705715	695994645324040404	67	
2	C5H9FO3	[M + H]+	C5H10FO3+	Fatty acids	0.956	Fatty Acids and Conjugates	0.938	Halogenated fatty acids	0.902	Organic acids and derivatives	0.840	Carboxylic acids and derivatives	0.812	Carboxylic acids	0.744			Carboxylic acids	0.744	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	137.060	116	1.929	695994796562259756	695994645353400536	68	
